symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
HD,death_st,0,4.1,356.3,372.42,372.77,375.99,False,False,353.56,False,True,0.0,success
ING,death_st,0,3.3,76.3,28.31,28.39,25.49,False,False,26.67,False,True,0.0,success
GM,death_st,0,8.9,68.0,79.27,79.51,68.83,False,False,74.69,False,True,0.0,success
TFC,death_st,0,9.6,58.1,50.06,50.24,47.08,False,False,46.75,False,True,0.0,success
CUK,death_st,0,3.0,33.8,29.61,29.63,26.83,False,False,26.24,False,True,0.0,success
STT,death_st,0,2.0,33.7,127.31,127.57,117.64,False,False,121.93,False,True,0.0,success
DLTR,death_st,0,2.9,23.0,123.02,123.26,109.42,False,False,115.85,False,True,0.0,success
NMR,death_st,0,2.0,22.6,8.64,8.67,7.68,False,False,7.76,False,True,0.0,success
IHG,death_st,0,0.3,19.9,138.58,138.61,129.9,False,False,132.6,False,True,0.0,success
AS,death_st,0,5.7,18.8,37.47,37.54,35.11,False,False,34.08,False,True,0.0,success
CIB,death_st,0,0.5,15.5,71.83,72.0,59.95,False,False,67.42,False,True,0.0,success
H,death_st,0,1.0,14.1,161.88,161.93,153.12,False,False,155.72,False,True,0.0,success
RPM,death_st,0,1.0,13.1,110.76,110.99,113.09,False,False,102.64,False,True,0.0,success
IONS,death_st,0,2.2,12.2,80.08,80.12,66.47,False,False,75.36,False,True,0.0,success
BF.A,death_st,0,0.2,11.9,28.29,28.37,29.68,False,False,25.42,False,True,0.0,success
AGNC,death_st,0,23.4,11.8,11.13,11.14,10.45,False,False,10.54,False,True,0.0,success
TXRH,death_st,0,1.0,11.3,179.96,180.03,177.47,False,False,172.5,False,True,0.0,success
FHN,death_st,0,6.5,11.0,24.08,24.13,22.58,False,False,22.83,False,True,0.0,success
DCI,death_st,0,0.9,10.3,98.24,98.31,87.34,False,False,88.95,False,True,0.0,success
TAP,death_st,0,3.3,8.8,48.62,48.7,49.5,False,False,46.01,False,True,0.0,success
GAP,death_st,0,7.4,8.7,26.87,26.89,24.73,False,False,22.85,False,True,0.0,success
ABVX,death_st,0,0.8,8.6,118.19,118.55,88.81,False,False,109.61,False,True,0.0,success
ZION,death_st,0,2.0,8.2,59.18,59.31,56.18,False,False,55.78,False,True,0.0,success
CYTK,death_st,0,1.8,7.4,63.56,63.57,56.21,False,False,62.42,False,True,0.0,success
GSAT,death_st,0,0.6,7.3,59.92,60.05,47.56,False,False,56.66,False,True,0.0,success
CMC,death_st,0,1.2,7.2,73.46,73.56,64.17,False,False,65.85,False,True,0.0,success
PB,death_st,0,1.5,7.0,70.92,71.1,70.13,False,False,67.59,False,True,0.0,success
MHK,death_st,0,0.9,6.6,119.85,120.46,118.98,False,False,107.85,False,True,0.0,success
ESAB,death_st,0,0.5,6.5,120.77,120.94,118.69,False,False,107.02,False,True,0.0,success
AXTA,death_st,0,3.2,6.3,32.48,32.6,31.72,False,False,29.29,False,True,0.0,success
UEC,death_st,0,10.3,6.3,15.19,15.27,12.54,False,False,13.56,False,True,0.0,success
SGHC,golden_st,0,3.2,5.4,10.4,10.39,10.4,False,False,10.81,True,False,0.0,success
RIOT,death_st,0,19.6,5.3,15.61,15.64,14.67,False,False,14.7,False,True,0.0,success
AAPD,golden_st,0,9.1,,13.46,13.46,14.46,False,False,13.6755,True,False,0.0,success
DOG,golden_st,0,6.9,,23.24,23.23,24.3,False,False,23.78,True,False,0.0,success
QVCC,golden_st,0,0.2,,8.8,8.79,9.56,False,False,9.26,True,False,0.0,success
SPXU,golden_st,0,8.2,,49.65,49.58,58.72,False,False,51.06,True,False,0.0,success
UVIX,golden_st,0,57.1,,6.66,6.66,14.14,False,False,7.56,True,False,0.0,success
APUE,death_st,0,0.1,,42.0,42.02,40.31,False,False,41.52,False,True,0.0,success
CGSD,death_st,0,0.6,,26.05,26.05,25.99,False,False,26.01,False,True,0.0,success
CHPY,death_st,0,0.4,,58.87,58.88,55.77,False,False,56.82,False,True,0.0,success
CONI,death_st,0,0.3,,73.13,73.6,91.42,False,False,52.04,False,True,0.0,success
DDM,death_st,0,0.3,,58.27,58.39,54.58,False,False,55.64,False,True,0.0,success
DFUS,death_st,0,0.9,,74.57,74.61,71.63,False,False,73.81,False,True,0.0,success
DPST,death_st,0,0.7,,113.94,114.75,104.52,False,False,94.88,False,True,0.0,success
EBND,death_st,0,0.5,,21.54,21.54,21.24,False,False,21.13,False,True,0.0,success
ECH,death_st,0,1.4,,42.34,42.42,37.22,False,False,39.73,False,True,0.0,success
EWG,death_st,0,2.0,,42.88,42.95,41.39,False,False,41.09,False,True,0.0,success
FPEI,death_st,0,0.4,,19.45,19.45,19.26,False,False,19.32,False,True,0.0,success
FV,death_st,0,0.1,,64.79,64.85,62.42,False,False,62.9138,False,True,0.0,success
IOO,death_st,0,0.2,,126.92,126.99,119.82,False,False,125.49,False,True,0.0,success
ITOT,death_st,0,7.5,,149.69,149.76,143.97,False,False,148.16,False,True,0.0,success
IWV,death_st,0,0.3,,389.49,389.61,374.45,False,False,385.6,False,True,0.0,success
JGLO,death_st,0,0.2,,68.62,68.65,66.79,False,False,67.34,False,True,0.0,success
JPIE,death_st,0,1.4,,46.38,46.39,46.27,False,False,46.21,False,True,0.0,success
KBE,death_st,0,2.4,,62.64,62.8,59.87,False,False,59.42,False,True,0.0,success
MCHPP,death_st,0,0.4,,64.16,64.27,60.55,False,False,57.52,False,True,0.0,success
OOSP,death_st,0,0.3,,10.19,10.19,10.18,False,False,10.16,False,True,0.0,success
PFLD,death_st,0,0.1,,19.71,19.72,19.81,False,False,19.585,False,True,0.0,success
QQQJ,death_st,0,0.2,,37.93,37.94,35.76,False,False,37.38,False,True,0.0,success
SCHB,death_st,0,10.4,,26.41,26.42,25.4,False,False,26.15,False,True,0.0,success
SHY,death_st,0,4.7,,82.88,82.88,82.78,False,False,82.77,False,True,0.0,success
VBIL,death_st,0,2.0,,75.51,75.51,75.45,False,False,75.49,False,True,0.0,success
VGSH,death_st,0,4.1,,58.77,58.77,58.71,False,False,58.69,False,True,0.0,success
VGUS,death_st,0,0.2,,75.55,75.55,75.48,False,False,75.515,False,True,0.0,success
VTI,death_st,0,6.8,,337.69,337.81,324.59,False,False,334.28,False,True,0.0,success
COF,death,0,5.6,116.7,202.28,213.46,213.48,False,True,185.73,False,False,,success
MAIN,death,0,0.7,5.1,58.76,59.87,59.93,False,True,56.82,False,False,,success
KMLM,golden,0,0.2,,26.97,26.75,26.75,True,False,27.41,False,False,,success
CLOA,death,0,0.4,,51.78,51.82,51.82,False,True,51.6555,False,False,,success
TSMY,death,0,0.2,,16.55,16.42,16.42,False,True,15.75,False,False,,success
VOYA,death,0,1.1,6.3,71.09,72.85,72.94,False,True,68.05,False,False,,success
VRP,death,0,0.5,,24.45,24.46,24.47,False,True,24.31,False,False,,success
