symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
HD,death_st,0,4.1,356.3,372.42,372.77,375.99,353.56
COF,death,0,5.6,116.7,202.28,213.46,213.48,185.73
ING,death_st,0,3.3,76.3,28.31,28.39,25.49,26.67
GM,death_st,0,8.9,68.0,79.27,79.51,68.83,74.69
TFC,death_st,0,9.6,58.1,50.06,50.24,47.08,46.75
CUK,death_st,0,3.0,33.8,29.61,29.63,26.83,26.24
STT,death_st,0,2.0,33.7,127.31,127.57,117.64,121.93
DLTR,death_st,0,2.9,23.0,123.02,123.26,109.42,115.85
NMR,death_st,0,2.0,22.6,8.64,8.67,7.68,7.76
IHG,death_st,0,0.3,19.9,138.58,138.61,129.9,132.6
AS,death_st,0,5.7,18.8,37.47,37.54,35.11,34.08
CIB,death_st,0,0.5,15.5,71.83,72.0,59.95,67.42
H,death_st,0,1.0,14.1,161.88,161.93,153.12,155.72
RPM,death_st,0,1.0,13.1,110.76,110.99,113.09,102.64
IONS,death_st,0,2.2,12.2,80.08,80.12,66.47,75.36
BF.A,death_st,0,0.2,11.9,28.29,28.37,29.68,25.42
AGNC,death_st,0,23.4,11.8,11.13,11.14,10.45,10.54
TXRH,death_st,0,1.0,11.3,179.96,180.03,177.47,172.5
FHN,death_st,0,6.5,11.0,24.08,24.13,22.58,22.83
DCI,death_st,0,0.9,10.3,98.24,98.31,87.34,88.95
TAP,death_st,0,3.3,8.8,48.62,48.7,49.5,46.01
GAP,death_st,0,7.4,8.7,26.87,26.89,24.73,22.85
ABVX,death_st,0,0.8,8.6,118.19,118.55,88.81,109.61
ZION,death_st,0,2.0,8.2,59.18,59.31,56.18,55.78
CYTK,death_st,0,1.8,7.4,63.56,63.57,56.21,62.42
GSAT,death_st,0,0.6,7.3,59.92,60.05,47.56,56.66
CMC,death_st,0,1.2,7.2,73.46,73.56,64.17,65.85
PB,death_st,0,1.5,7.0,70.92,71.1,70.13,67.59
MHK,death_st,0,0.9,6.6,119.85,120.46,118.98,107.85
ESAB,death_st,0,0.5,6.5,120.77,120.94,118.69,107.02
UEC,death_st,0,10.3,6.3,15.19,15.27,12.54,13.56
AXTA,death_st,0,3.2,6.3,32.48,32.6,31.72,29.29
VOYA,death,0,1.1,6.3,71.09,72.85,72.94,68.05
SGHC,golden_st,0,3.2,5.4,10.4,10.39,10.4,10.81
RIOT,death_st,0,19.6,5.3,15.61,15.64,14.67,14.7
MAIN,death,0,0.7,5.1,58.76,59.87,59.93,56.82
AAPD,golden_st,0,9.1,,13.46,13.46,14.46,13.6755
DOG,golden_st,0,6.9,,23.24,23.23,24.3,23.78
QVCC,golden_st,0,0.2,,8.8,8.79,9.56,9.26
SPXU,golden_st,0,8.2,,49.65,49.58,58.72,51.06
UVIX,golden_st,0,57.1,,6.66,6.66,14.14,7.56
APUE,death_st,0,0.1,,42.0,42.02,40.31,41.52
CGSD,death_st,0,0.6,,26.05,26.05,25.99,26.01
CHPY,death_st,0,0.4,,58.87,58.88,55.77,56.82
CONI,death_st,0,0.3,,73.13,73.6,91.42,52.04
DDM,death_st,0,0.3,,58.27,58.39,54.58,55.64
DFUS,death_st,0,0.9,,74.57,74.61,71.63,73.81
DPST,death_st,0,0.7,,113.94,114.75,104.52,94.88
EBND,death_st,0,0.5,,21.54,21.54,21.24,21.13
ECH,death_st,0,1.4,,42.34,42.42,37.22,39.73
EWG,death_st,0,2.0,,42.88,42.95,41.39,41.09
FPEI,death_st,0,0.4,,19.45,19.45,19.26,19.32
FV,death_st,0,0.1,,64.79,64.85,62.42,62.9138
IOO,death_st,0,0.2,,126.92,126.99,119.82,125.49
ITOT,death_st,0,7.5,,149.69,149.76,143.97,148.16
IWV,death_st,0,0.3,,389.49,389.61,374.45,385.6
JGLO,death_st,0,0.2,,68.62,68.65,66.79,67.34
JPIE,death_st,0,1.4,,46.38,46.39,46.27,46.21
KBE,death_st,0,2.4,,62.64,62.8,59.87,59.42
MCHPP,death_st,0,0.4,,64.16,64.27,60.55,57.52
OOSP,death_st,0,0.3,,10.19,10.19,10.18,10.16
PFLD,death_st,0,0.1,,19.71,19.72,19.81,19.585
QQQJ,death_st,0,0.2,,37.93,37.94,35.76,37.38
SCHB,death_st,0,10.4,,26.41,26.42,25.4,26.15
SHY,death_st,0,4.7,,82.88,82.88,82.78,82.77
VBIL,death_st,0,2.0,,75.51,75.51,75.45,75.49
VGSH,death_st,0,4.1,,58.77,58.77,58.71,58.69
VGUS,death_st,0,0.2,,75.55,75.55,75.48,75.515
VTI,death_st,0,6.8,,337.69,337.81,324.59,334.28
KMLM,golden,0,0.2,,26.97,26.75,26.75,27.41
CLOA,death,0,0.4,,51.78,51.82,51.82,51.6555
TSMY,death,0,0.2,,16.55,16.42,16.42,15.75
VRP,death,0,0.5,,24.45,24.46,24.47,24.31
