symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ICE,death_cross,0,3.1,98.7,,165.84,165.88,163.07
LYV,death_cross,0,2.5,33.4,,143.93,143.95,141.34
BCE,golden_cross,0,3.1,24.1,,24.14,24.12,26.1
TRMB,death_cross,0,1.8,16.2,,75.99,76.28,64.62
CF,golden_cross,0,2.3,14.0,,84.89,84.87,92.5
PCVX,golden_cross,0,1.4,7.5,,48.12,48.12,55.73
TKC,golden_cross,0,1.0,5.7,,6.05,6.05,6.71
USO,golden_cross,0,6.2,,,72.28,72.28,77.47
BILS,death_cross,0,0.5,,,99.33,99.33,99.2
RSPS,golden_cross,0,0.1,,,30.01,29.96,31.72
SPLV,golden_cross,0,3.9,,,72.37,72.34,74.0
TBT,golden_cross,0,0.4,,,34.46,34.45,35.15
BKLN,death_cross,0,14.0,,,20.92,20.92,20.71
CLIP,death_cross,0,0.3,,,100.25,100.26,100.11
CWEB,death_cross,0,0.5,,,44.5,44.52,40.39
PLTU,death_cross,0,1.6,,,73.19,73.22,56.3
SPLB,death_cross,0,3.3,,,22.77,22.77,22.57
SPSK,death_cross,0,0.2,,,18.35,18.35,18.193
