symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
EWS,death_st,0,1.0,,28.3,28.3,27.34,27.26
FELC,death_st,0,1.0,,38.21,38.21,36.73,37.53
FIAT,death_st,0,0.1,,28.46,28.57,38.84,25.13
FLUD,death_st,0,0.1,,25.03,25.03,25.01,24.99
FPE,death_st,0,1.5,,18.3,18.31,18.16,18.13
FTLS,death_st,0,0.1,,71.1,71.12,69.4,70.24
FTXO,death_st,0,1.4,,38.22,38.26,35.91,36.05
FXE,death_st,0,0.2,,108.35,108.42,106.83,107.07
HEGD,death_st,0,0.1,,25.36,25.36,24.65,25.19
HFSI,death_st,0,0.2,,35.67,35.68,35.31,35.4
IBDT,death_st,0,0.7,,25.48,25.48,25.41,25.41
IBND,death_st,0,0.2,,32.26,32.28,31.8,31.6
IVV,death_st,0,7.4,,688.11,688.19,661.42,675.4
IWB,death_st,0,1.4,,375.52,375.53,361.12,368.55
IWMI,death_st,0,0.4,,49.99,50.0,48.83,48.23
IWO,death_st,0,0.5,,334.77,335.01,317.86,320.36
JETS,death_st,0,4.5,,28.26,28.36,26.35,25.35
JPIB,death_st,0,0.3,,49.03,49.04,48.76,48.38
KLMN,death_st,0,2.5,,28.11,28.12,27.04,27.7
MINT,death_st,0,1.4,,100.52,100.52,100.49,100.45
NAIL,death_st,0,1.4,,63.32,63.61,67.48,49.67
NFXS,death_st,0,0.1,,18.33,18.35,16.88,15.9907
PBUS,death_st,0,0.3,,68.63,68.7,66.11,67.37
PBW,death_st,0,1.2,,33.04,33.14,29.06,30.86
PCEF,death_st,0,0.1,,19.99,20.01,19.8,19.49
PMMF,death_st,0,0.1,,100.36,100.37,100.33,100.28
QQQE,death_st,0,0.3,,103.17,103.21,100.37,102.02
SCHK,death_st,0,2.1,,33.0,33.0,31.73,32.36
SCHO,death_st,0,3.2,,24.37,24.38,24.35,24.32
SCHX,death_st,0,23.7,,27.02,27.03,26.01,26.52
SFLR,death_st,0,0.3,,36.79,36.82,35.67,36.39
SPSB,death_st,0,2.5,,30.24,30.24,30.18,30.16
SPTS,death_st,0,1.9,,29.29,29.29,29.26,29.23
SPY,death_st,0,84.4,,685.01,685.11,658.41,672.38
TDIV,death_st,0,0.2,,98.35,98.38,94.32,96.26
TSPA,death_st,0,0.1,,43.07,43.07,41.41,42.12
UDOW,death_st,0,4.5,,60.15,60.25,55.16,54.71
USD,death_st,0,0.9,,55.06,55.06,48.27,50.35
VONE,death_st,0,0.1,,310.71,310.73,298.82,304.96
VOO,death_st,0,9.5,,630.03,630.09,605.46,618.43
VRP,death_st,0,0.5,,24.47,24.47,24.47,24.33
VUSB,death_st,0,2.0,,49.9,49.9,49.86,49.81
YYY,death_st,0,0.4,,11.66,11.68,11.69,11.28
FCOM,death_st,0,0.2,,72.47,72.47,69.01,72.16
FTGC,golden,0,0.6,,25.68,25.27,25.22,27.963
BKHY,death,0,0.2,,48.06,48.17,48.18,47.48
HYGV,death,0,0.2,,40.69,40.78,40.79,40.19
IBHI,death,0,0.1,,23.51,23.58,23.58,23.25
NVDG,death,0,0.4,,16.0,16.6,16.65,14.62
PCRB,death,0,0.4,,48.74,49.12,49.16,47.133
PULS,death,0,2.8,,49.68,49.7,49.7,49.62
