symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
RIO,death_st,0,2.0,154.9,98.66,98.89,92.91,94.47
PGR,death_st,0,2.6,117.9,213.67,214.25,216.02,202.17
AMT,death_st,0,2.3,79.6,174.17,174.23,179.16,167.26
FDX,death,4,1.6,69.0,307.35,316.65,320.51,279.54
AME,golden_st,0,1.4,56.5,240.26,239.89,227.4,247.74
CTVA,death_st,0,4.7,53.7,82.06,82.19,78.83,79.45
CAH,death_st,0,1.7,51.2,230.9,231.06,214.66,222.62
ODFL,death,0,1.7,36.9,184.28,196.74,196.79,174.93
FE,death,5,3.9,25.3,45.53,46.42,46.79,43.19
WRB,death,0,3.0,25.1,69.26,69.7,69.75,67.29
BG,death_st,0,1.8,21.4,116.01,116.09,112.64,110.21
RCI,death_st,1,1.1,18.0,35.17,35.41,35.52,32.26
TOST,death_st,0,8.4,17.2,31.85,31.94,31.58,30.11
PNW,death,0,1.0,11.2,95.58,98.35,98.57,91.08
JKHY,death,1,1.1,10.4,156.97,156.16,156.58,147.75
OGE,death,0,1.5,9.2,45.89,46.6,46.65,44.28
CBSH,death_st,2,1.0,8.0,57.42,57.64,55.74,55.76
TPG,death,3,2.9,7.5,47.88,47.81,48.11,43.63
PPC,death_st,0,1.5,6.6,29.49,29.55,33.09,27.26
POR,death,2,1.1,5.5,48.17,49.18,49.39,46.59
OBDC,death_st,1,3.1,5.4,11.16,11.18,11.62,10.8
PTCT,death,0,1.0,5.2,67.33,70.35,70.38,62.28
UNG,golden_st,0,18.3,,10.52,10.5,11.54,11.55
DFSV,death_st,1,1.0,,39.3,39.4,37.16,38.22
IHI,death_st,5,2.4,,52.52,52.78,54.45,51.34
VYM,death_st,3,1.1,,161.14,161.81,155.42,156.92
XLF,death_st,0,32.5,,56.36,56.41,54.31,54.53
XME,death_st,0,1.8,,112.53,112.77,108.89,107.96
