symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AMZN,golden_st,0,45.2,2563.6,217.52,216.98,220.58,239.89
AVGO,golden_st,0,27.8,1759.2,333.32,331.14,316.81,379.75
BAC,golden,0,40.4,375.4,50.08,50.48,50.41,53.35
RY,golden_st,0,1.4,239.5,165.84,165.49,154.44,173.67
MUFG,golden_st,0,4.1,203.7,17.52,17.48,16.18,18.23
SCCO,golden_st,0,1.8,159.1,179.83,179.45,149.18,196.38
ARM,golden,0,7.0,158.2,142.89,134.22,133.58,157.58
PH,golden_st,0,0.8,124.2,936.8,934.57,852.15,989.49
MFG,golden_st,0,5.4,105.2,8.26,8.25,7.37,8.65
WPM,golden_st,0,2.6,65.8,136.31,136.25,117.58,144.83
CRWV,golden_st,0,26.7,53.6,86.86,86.11,90.35,110.27
FER,golden_st,0,1.3,51.2,67.27,67.23,62.32,71.41
DAL,golden_st,0,15.0,44.6,66.08,66.07,63.13,67.05
BBD,golden_st,0,42.8,42.6,3.78,3.76,3.41,4.09
HIG,golden_st,0,1.5,37.7,136.61,136.55,132.63,139.07
XYZ,golden_st,0,7.4,37.3,60.76,60.72,65.68,64.22
MTB,golden_st,0,1.2,32.7,211.66,211.52,203.87,221.29
KEY,golden_st,0,15.5,23.0,20.55,20.52,19.54,21.72
PFG,golden_st,0,1.6,19.9,90.58,90.48,86.96,93.55
PKX,golden_st,0,0.2,19.1,60.08,60.02,56.14,62.57
TLK,death,0,0.8,18.6,18.81,19.43,19.43,18.65
WSO,golden_st,0,0.5,16.6,384.71,384.18,398.9,416.27
NWS,golden_st,0,1.7,15.5,27.97,27.96,29.7,28.83
IEX,golden_st,0,0.8,14.9,194.92,194.81,187.51,205.12
BF.A,golden_st,0,0.3,13.6,27.09,27.05,28.7,29.59
BF.B,golden_st,0,7.2,13.5,26.78,26.74,28.6,29.27
PEN,death_st,0,0.6,12.9,332.79,332.83,303.13,331.48
RMBS,golden_st,0,2.0,11.9,97.06,97.04,90.33,113.16
AEG,golden_st,0,6.5,11.9,7.4,7.38,7.38,8.0
FLS,golden_st,0,1.8,10.7,78.52,78.2,69.32,84.48
XP,golden_st,0,6.1,10.3,19.32,19.3,18.25,20.37
ABVX,golden_st,0,1.0,10.0,117.62,117.52,94.7,121.31
CAE,death,0,0.8,8.8,27.24,28.28,28.29,27.56
GGB,golden_st,0,20.0,8.4,3.79,3.79,3.57,4.21
FR,golden_st,0,1.0,8.0,59.43,59.38,56.47,60.43
KRYS,golden_st,0,0.3,7.6,258.82,258.53,224.5,267.41
NXE,golden_st,0,7.9,7.5,11.63,11.62,9.87,11.86
THG,golden_st,0,0.3,6.2,175.14,174.99,174.24,179.35
CORZ,golden_st,0,12.4,5.8,16.76,16.73,16.14,18.71
REZI,golden_st,0,1.1,5.7,35.56,35.49,33.53,38.23
GVA,golden_st,0,0.6,5.5,123.52,123.43,113.14,127.23
