symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
HLT,golden_st,0,1.8,69.7,301.19,300.8,282.76,False,False,308.26,True,False,0.0,success
MPWR,golden_st,0,0.6,53.7,1084.35,1082.82,953.94,False,False,1119.51,True,False,0.0,success
FNV,golden_st,0,0.9,47.6,244.69,244.52,212.82,False,False,255.49,True,False,0.0,success
YUM,death_st,0,1.8,43.0,157.81,157.94,152.09,False,False,153.7,False,True,0.0,success
JD,golden_st,0,11.4,40.5,28.29,28.27,30.65,False,False,28.87,True,False,0.0,success
CHT,death_st,0,0.2,32.8,42.56,42.57,42.38,False,False,42.39,False,True,0.0,success
CHD,death_st,0,2.1,22.1,96.11,96.12,94.3,False,False,92.85,False,True,0.0,success
RGC,golden_st,0,0.2,12.6,26.04,25.92,19.97,False,False,33.72,True,False,0.0,success
KRMN,death_st,0,2.3,10.6,92.33,92.33,75.36,False,False,82.69,False,True,0.0,success
BVN,golden_st,0,1.8,9.2,35.14,35.13,27.8,False,False,37.18,True,False,0.0,success
VFS,golden_st,0,0.5,9.0,3.3,3.26,3.37,False,False,4.1,True,False,0.0,success
BPOP,golden_st,0,0.6,8.7,133.12,132.96,122.99,False,False,136.44,True,False,0.0,success
R,golden_st,0,0.4,8.0,201.28,201.27,186.85,False,False,206.86,True,False,0.0,success
BOKF,golden_st,0,0.4,7.8,126.68,126.68,117.89,False,False,128.09,True,False,0.0,success
LBRDA,death_st,0,0.2,7.2,50.96,51.0,58.26,False,False,50.2,False,True,0.0,success
FLR,golden_st,0,2.9,6.7,46.48,46.47,45.52,False,False,47.55,True,False,0.0,success
CRK,death_st,0,2.1,6.2,21.08,21.12,20.83,False,False,19.22,False,True,0.0,success
MIRM,golden_st,0,1.0,5.6,91.57,91.57,77.18,False,False,94.62,True,False,0.0,success
TFX,golden_st,0,0.9,5.3,112.22,112.09,121.09,False,False,118.42,True,False,0.0,success
WIX,golden_st,0,3.2,5.3,87.02,86.91,115.9,False,False,90.5,True,False,0.0,success
APLS,golden_st,0,6.2,5.1,22.4,21.77,22.66,False,False,40.39,True,False,0.0,success
CSHI,golden_st,0,0.3,,49.68,49.68,49.73,False,False,49.78,True,False,0.0,success
FLSP,golden_st,0,0.2,,27.13,27.12,26.36,False,False,27.44,True,False,0.0,success
FNDF,golden_st,0,2.0,,48.77,48.74,45.03,False,False,49.48,True,False,0.0,success
NFXL,golden_st,0,0.9,,28.52,28.49,37.97,False,False,29.71,True,False,0.0,success
XBI,golden_st,0,10.6,,123.74,123.74,112.18,False,False,128.55,True,False,0.0,success
BILZ,death_st,0,0.3,,100.86,100.86,100.93,False,False,100.67,False,True,0.0,success
ETHD,death_st,0,0.7,,65.76,65.92,93.51,False,False,60.41,False,True,0.0,success
MINT,death_st,0,1.7,,100.51,100.52,100.49,False,False,100.28,False,True,0.0,success
MULL,death_st,0,0.5,,146.68,147.77,94.48,False,False,125.66,False,True,0.0,success
MUU,death_st,0,2.6,,166.08,167.17,106.96,False,False,141.77,False,True,0.0,success
SHLD,golden_st,0,2.3,,73.38,73.38,66.57,False,False,73.48,True,False,0.0,success
IBTG,death_st,0,0.4,,22.89,22.89,22.89,False,False,22.845,False,True,0.0,success
IDXX,death,0,0.5,44.6,585.05,616.03,616.56,False,True,564.66,False,False,,success
EL,death,0,5.1,26.0,82.11,92.63,92.81,False,True,70.71,False,False,,success
SGI,death,0,2.5,15.5,76.8,82.14,82.2,False,True,73.61,False,False,,success
SCI,golden,0,1.2,11.7,80.25,80.37,80.31,True,False,82.86,False,False,,success
BLD,death,0,0.4,9.9,375.88,412.9,413.31,False,True,369.16,False,False,,success
CR,death,0,0.4,9.9,177.06,184.91,185.26,False,True,172.92,False,False,,success
ORI,death,0,2.1,9.8,39.96,40.82,40.83,False,True,39.61,False,False,,success
MVLL,golden,0,0.5,,22.95,21.51,21.25,True,False,29.89,False,False,,success
PDBA,golden,0,0.2,,35.77,35.29,35.27,True,False,36.17,False,False,,success
TBF,golden,0,0.1,,24.17,24.03,24.02,True,False,24.27,False,False,,success
BSV,death,0,2.9,,78.4,78.6,78.61,False,True,78.16,False,False,,success
CGGR,death,0,4.3,,41.13,42.25,42.26,False,True,40.6,False,False,,success
FLTR,death,0,0.8,,25.47,25.49,25.5,False,True,25.38,False,False,,success
GFLW,death,0,0.2,,26.7,27.22,27.23,False,True,26.7,False,False,,success
GPIQ,death,0,1.0,,50.22,51.13,51.18,False,True,49.59,False,False,,success
GTO,death,0,0.3,,47.0,47.27,47.27,False,True,46.88,False,False,,success
IBDU,death,0,0.8,,23.25,23.33,23.33,False,True,23.18,False,False,,success
IGSB,death,0,4.4,,52.56,52.73,52.74,False,True,52.41,False,False,,success
ISTB,death,0,0.5,,48.47,48.61,48.62,False,True,48.3,False,False,,success
KNG,death,0,0.3,,49.34,50.09,50.1,False,True,48.7,False,False,,success
MFSB,death,0,0.3,,25.02,25.15,25.15,False,True,24.93,False,False,,success
MYCH,death,0,0.3,,24.94,25.01,25.01,False,True,24.87,False,False,,success
SCHI,death,0,3.3,,22.7,22.84,22.85,False,True,22.6,False,False,,success
TCAF,death,0,0.9,,36.06,36.84,36.84,False,True,35.75,False,False,,success
VCRB,death,0,0.4,,77.45,77.82,77.83,False,True,77.13,False,False,,success
VCSH,death,0,6.3,,79.25,79.5,79.51,False,True,79.04,False,False,,success
CLIP,death,0,0.4,,100.25,100.24,100.25,False,True,100.07,False,False,,success
