symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
ORLA,golden_st,0,2.3,6.0,16.39,16.37,13.61,False,False,17.73,True,False,0.0,success
GOLF,golden_st,0,0.4,5.5,94.44,94.23,85.91,False,False,98.47,True,False,0.0,success
ST,golden_st,0,1.7,5.1,35.14,35.06,33.03,False,False,37.38,True,False,0.0,success
AVAL,golden_st,0,0.2,5.0,4.26,4.25,3.85,False,False,4.41,True,False,0.0,success
AIA,golden_st,0,0.5,,108.39,108.18,97.95,False,False,114.57,True,False,0.0,success
AVIV,golden_st,0,0.1,,75.23,75.21,70.1,False,False,78.37,True,False,0.0,success
COLO,golden_st,0,0.2,,39.04,38.98,36.14,False,False,40.45,True,False,0.0,success
CWB,golden_st,0,1.3,,93.01,92.97,89.85,False,False,96.39,True,False,0.0,success
DEM,golden_st,0,0.3,,49.54,49.46,47.38,False,False,51.07,True,False,0.0,success
DFSV,golden_st,0,1.7,,35.12,35.07,33.33,False,False,36.17,True,False,0.0,success
DFUV,golden_st,0,0.7,,48.77,48.73,46.45,False,False,50.0,True,False,0.0,success
EMOP,golden_st,0,0.3,,44.38,44.37,41.31,False,False,46.8,True,False,0.0,success
EMXC,golden_st,0,5.4,,79.92,79.78,72.94,False,False,84.8,True,False,0.0,success
EPOL,golden_st,0,0.6,,36.24,36.22,33.96,False,False,38.58,True,False,0.0,success
EPP,golden_st,0,0.7,,53.71,53.68,51.7,False,False,55.82,True,False,0.0,success
EWS,golden_st,0,1.1,,28.13,28.12,27.48,False,False,29.05,True,False,0.0,success
EWU,golden_st,0,2.7,,45.91,45.86,43.4,False,False,47.82,True,False,0.0,success
EWW,golden_st,0,2.2,,75.07,74.94,68.99,False,False,79.11,True,False,0.0,success
EWZS,golden_st,0,0.6,,14.48,14.44,13.65,False,False,15.25,True,False,0.0,success
FDD,golden_st,0,0.2,,17.87,17.87,16.73,False,False,18.74,True,False,0.0,success
FDT,golden_st,0,0.2,,88.25,88.12,79.84,False,False,92.22,True,False,0.0,success
FGD,golden_st,0,0.3,,31.98,31.96,30.01,False,False,32.69,True,False,0.0,success
ICF,golden_st,0,0.1,,62.93,62.91,62.0,False,False,64.43,True,False,0.0,success
JIVE,golden_st,0,0.3,,85.97,85.76,79.01,False,False,89.6759,True,False,0.0,success
LABU,golden_st,0,0.7,,160.83,160.56,134.4,False,False,177.29,True,False,0.0,success
PXF,golden_st,0,0.2,,70.43,70.26,64.89,False,False,73.43,True,False,0.0,success
SCJ,golden_st,0,0.1,,98.62,98.52,92.92,False,False,104.0,True,False,0.0,success
SMH,golden_st,0,10.4,,394.23,392.74,350.64,False,False,422.92,True,False,0.0,success
TUR,golden_st,0,0.5,,38.96,38.91,36.57,False,False,40.58,True,False,0.0,success
VFLO,golden_st,0,1.0,,39.7,39.69,38.35,False,False,40.49,True,False,0.0,success
VLUE,golden_st,0,1.5,,145.56,145.33,134.02,False,False,151.65,True,False,0.0,success
VPL,golden_st,0,2.0,,99.43,99.34,92.28,False,False,104.92,True,False,0.0,success
VYMI,golden_st,0,1.5,,94.73,94.72,88.73,False,False,98.23,True,False,0.0,success
XSMO,golden_st,0,0.3,,77.13,76.94,73.94,False,False,81.35,True,False,0.0,success
BIL,death_st,0,12.9,,91.51,91.51,91.55,False,False,91.45,False,True,0.0,success
EDZ,death_st,0,0.3,,29.04,29.24,40.05,False,False,24.34,False,True,0.0,success
HIBS,death_st,0,0.4,,45.88,45.93,69.15,False,False,40.0,False,True,0.0,success
SSG,death_st,0,0.2,,28.63,28.77,41.58,False,False,24.95,False,True,0.0,success
PLTD,golden_st,0,67.2,,7.51,7.49,8.69,False,False,7.79,True,False,0.0,success
VFS,golden,0,0.7,9.5,3.58,3.41,3.4,True,False,3.98,False,False,,success
W,death,0,3.5,9.1,75.03,81.21,81.25,False,True,74.18,False,False,,success
EMN,golden,0,1.7,8.5,72.71,71.93,71.88,True,False,74.27,False,False,,success
EAT,golden,0,1.1,6.5,145.15,146.72,146.58,True,False,153.65,False,False,,success
JBTM,death,0,0.7,6.5,132.03,140.7,140.84,False,True,130.27,False,False,,success
AMDL,golden,0,10.5,,13.2,13.67,13.62,True,False,15.77,False,False,,success
VTIP,golden,0,2.6,,49.92,49.86,49.86,True,False,50.0,False,False,,success
BIV,death,0,2.6,,77.22,77.56,77.56,False,True,77.25,False,False,,success
GBIL,death,0,1.0,,100.04,100.06,100.06,False,True,99.98,False,False,,success
IBDR,death,0,0.6,,24.2,24.22,24.22,False,True,24.19,False,False,,success
JCPB,death,0,1.6,,47.09,47.28,47.28,False,True,47.14,False,False,,success
PTLC,death,0,0.1,,53.42,54.38,54.4,False,True,53.49,False,False,,success
SGOV,death,0,20.4,,100.52,100.52,100.52,False,True,100.45,False,False,,success
UITB,death,0,0.2,,47.09,47.25,47.25,False,True,47.2045,False,False,,success
RIOT,golden,0,17.1,5.4,14.07,14.64,14.59,True,False,16.11,False,False,,success
