symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
DTE,golden,0,1.6,29.0,,134.42,134.31,140.91
AFRM,death,0,6.9,18.8,,68.01,68.03,49.76
MAS,golden,0,2.7,15.6,,68.45,68.42,77.54
VNOM,golden,0,2.3,7.4,,39.87,39.81,43.73
BTCZ,golden,0,21.4,,,4.48,4.47,6.46
SHYM,golden,0,0.2,,,22.33,22.33,22.43
VNQ,golden,0,4.4,,,90.59,90.53,93.25
AMZZ,death,0,0.4,,,31.05,31.05,23.0
AVL,death,0,0.7,,,44.51,44.62,39.05
BTGD,death,0,0.1,,,36.09,36.28,28.31
PNQI,death,0,0.1,,,51.83,51.97,45.9162
PTIR,death,0,4.7,,,23.2,23.5,13.3
RGTIW,death,0,0.1,,,11.76,11.85,5.41
TBT,death,0,0.4,,,34.42,34.45,33.24
