symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
CMCSA,golden_st,0,32.9,91.0,24.45,24.43,27.27,25.47
ELV,golden_st,5,1.4,84.7,390.1,388.51,366.17,399.14
KDP,death_st,0,13.4,39.7,30.44,30.48,29.69,29.56
ALLE,golden,0,1.3,14.3,157.52,148.55,148.23,166.11
BWA,golden_st,2,2.4,14.2,65.98,65.44,57.02,68.85
UDR,death_st,0,3.2,12.0,38.59,38.64,37.93,37.23
AR,golden_st,0,4.6,11.6,35.5,35.42,35.97,37.48
ADC,death_st,0,1.2,9.1,76.91,76.98,75.93,74.36
OTF,golden_st,0,2.6,5.4,10.73,10.69,12.03,11.51
ARKK,golden_st,0,5.0,,77.0,76.94,75.33,81.37
XOVR,golden_st,0,1.9,,19.65,19.63,19.17,20.47
