symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
NVDA,golden_st,0,169.8,4775.2,183.18,182.51,175.64,198.87
GOOG,golden_st,0,19.1,3999.0,307.98,307.07,276.11,334.47
JPM,golden_st,0,10.4,833.6,300.17,300.16,297.0,305.93
BAC,golden_st,0,40.8,381.2,50.74,50.73,50.47,54.32
GS,golden_st,0,2.3,268.3,868.8,867.73,813.61,899.49
ICE,golden_st,0,3.2,91.8,161.61,161.44,163.69,165.07
ING,golden_st,0,3.3,84.4,27.52,27.47,25.72,29.52
ABNB,golden_st,0,3.6,80.2,129.78,129.37,128.82,137.51
MDLZ,death_st,0,10.0,74.2,57.8,57.86,59.48,56.58
TEL,golden_st,0,1.9,69.5,218.29,217.68,211.09,234.15
AFL,golden_st,0,2.3,57.7,110.63,110.58,109.48,112.98
PSA,golden_st,0,1.3,53.4,287.45,286.75,288.13,299.83
NRG,golden_st,0,2.8,36.3,158.69,158.36,153.68,168.45
CRDO,golden_st,0,7.4,29.4,118.35,118.22,120.02,168.35
PAAS,golden_st,0,7.3,24.5,55.98,55.98,46.44,57.34
VRSN,golden,0,0.8,24.4,258.11,248.72,248.72,275.26
ZBH,golden_st,0,2.0,18.7,92.4,92.34,94.97,94.2
CNH,death_st,0,16.8,14.3,11.08,11.11,11.19,10.64
EVR,golden_st,0,0.7,14.2,316.87,315.04,312.53,357.05
LAMR,golden_st,0,0.6,13.7,130.91,130.85,127.86,134.37
MLI,golden_st,0,0.7,13.7,116.21,116.14,107.6,120.66
ALLY,golden_st,0,3.6,13.1,40.39,40.39,40.35,42.24
DY,golden_st,0,0.5,11.8,371.07,369.75,323.13,395.0
GME,golden_st,0,6.1,10.8,23.39,23.33,23.62,24.79
CIFR,golden_st,0,24.8,7.5,15.44,15.37,13.6,18.0
PRMB,golden_st,0,4.6,7.2,19.42,19.41,21.47,19.75
SFM,death_st,0,2.2,7.1,76.7,76.77,97.42,74.93
EPRT,golden_st,0,2.2,6.8,31.92,31.9,31.42,32.67
GBCI,golden_st,0,1.0,6.2,46.34,46.31,46.39,47.75
PIPR,golden_st,0,0.7,6.2,80.0,79.73,80.72,88.58
CZR,golden,0,4.9,5.4,26.46,25.4,25.34,27.29
OZK,golden_st,0,1.3,5.3,46.65,46.64,47.31,47.88
AX,golden_st,0,0.4,5.3,89.42,89.14,85.8,94.77
ACWI,golden_st,0,6.0,,142.74,142.59,138.44,148.8
AFLG,golden_st,0,0.1,,39.69,39.61,38.67,41.16
AGIX,golden_st,0,0.2,,34.6,34.6,34.24,37.42
AOA,golden_st,0,0.2,,90.48,90.46,88.17,93.44
ASHR,golden_st,0,6.1,,33.31,33.28,32.0,34.35
BBEU,golden_st,0,0.6,,74.57,74.49,71.61,77.19
BITQ,golden_st,0,0.2,,20.8,20.69,21.11,23.48
BKIE,golden_st,0,0.2,,95.72,95.56,91.48,98.76
CGGO,golden_st,0,1.3,,35.15,35.14,34.17,37.07
CGNG,golden_st,0,0.6,,32.84,32.78,31.35,34.53
CGXU,golden_st,0,1.0,,30.5,30.48,29.57,32.01
CNEQ,golden_st,0,0.3,,33.02,32.99,32.43,35.99
COPP,golden_st,0,0.2,,37.82,37.64,32.75,41.15
COPX,golden_st,0,4.5,,80.26,80.13,68.45,86.08
DCOR,golden_st,0,0.1,,74.1,74.07,72.16,76.8507
DFAC,golden_st,0,3.5,,39.97,39.95,38.85,41.42
DFGR,golden_st,0,0.4,,27.49,27.44,27.19,28.36
DMXF,golden_st,0,0.1,,77.75,77.62,76.04,81.0778
DRN,golden_st,0,1.3,,9.45,9.41,9.49,10.27
DYNF,golden_st,0,6.8,,60.22,60.16,58.73,62.92
ECH,golden_st,0,1.0,,41.23,41.23,37.89,43.94
EDC,golden_st,0,0.2,,63.32,63.25,55.23,72.58
EWD,golden_st,0,0.2,,50.81,50.78,48.71,53.39
EZU,golden_st,0,2.6,,64.75,64.68,62.44,67.42
