symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COST,death,5,2.5,415.0,941.65,961.1,966.72,929.22
MCO,golden,2,1.0,88.3,485.44,470.19,468.09,490.77
AON,golden,0,1.6,77.5,351.02,339.29,339.05,359.4
CVE,golden_st,0,8.0,52.7,26.93,26.88,23.23,28.79
YUM,death_st,0,2.7,40.6,155.31,155.45,154.51,147.17
PEG,death_st,1,3.0,38.8,79.88,80.03,80.79,77.43
WRB,golden,4,2.2,27.1,70.83,69.4,69.1,72.16
PR,golden_st,0,10.8,17.0,19.5,19.48,17.72,20.98
OVV,golden_st,0,3.2,16.2,56.02,55.92,50.64,59.37
LNC,golden,2,1.8,8.0,39.46,37.92,37.67,41.82
CAG,golden_st,0,21.8,7.0,14.06,14.04,16.3,14.85
WH,death,2,1.5,5.7,79.62,80.76,81.05,75.72
SBRA,golden_st,2,3.5,5.0,19.88,19.73,19.42,22.04
XOP,golden_st,0,3.7,,163.44,163.41,153.37,173.83
