symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
CVX,golden_st,0,10.4,380.6,188.9,188.6,173.02,False,False,196.12,True,False,0.0,success
BAC,death_st,0,33.4,353.2,51.46,51.47,50.76,False,False,50.69,False,True,0.0,success
KKR,death_st,0,4.9,87.1,99.43,99.62,112.96,False,False,95.97,False,True,0.0,success
CL,golden_st,0,5.3,70.5,86.89,86.74,86.0,False,False,89.92,True,False,0.0,success
GRMN,death_st,0,0.8,43.5,241.21,241.65,228.52,False,False,226.89,False,True,0.0,success
UI,death_st,0,0.1,37.7,830.26,841.52,686.67,False,False,604.0,False,True,0.0,success
ATO,death_st,0,0.9,29.5,183.08,183.32,174.25,False,False,178.52,False,True,0.0,success
KHC,golden_st,0,14.3,27.2,22.93,22.93,24.46,False,False,23.35,True,False,0.0,success
CNP,death_st,0,5.0,27.2,42.47,42.48,40.31,False,False,41.72,False,True,0.0,success
EC,golden_st,0,2.8,26.9,13.51,13.49,11.7,False,False,13.81,True,False,0.0,success
EIX,death_st,0,2.8,26.6,69.89,69.93,64.96,False,False,68.44,False,True,0.0,success
MDB,golden_st,0,1.7,25.1,284.95,282.4,299.72,False,False,330.0,True,False,0.0,success
TEAM,golden_st,0,9.2,22.2,81.56,81.17,123.88,False,False,89.435,True,False,0.0,success
BWXT,death_st,0,1.0,18.8,211.9,211.95,190.6,False,False,201.94,False,True,0.0,success
SNA,death_st,0,0.4,18.6,372.24,372.68,358.05,False,False,363.55,False,True,0.0,success
AGNC,death_st,0,14.6,11.9,10.66,10.68,10.47,False,False,10.3,False,True,0.0,success
CIG,death_st,0,5.7,6.3,2.4,2.41,2.2,False,False,2.25,False,True,0.0,success
EXP,death_st,0,0.3,6.1,203.15,203.38,213.53,False,False,196.63,False,True,0.0,success
CPA,golden_st,0,0.5,5.4,121.61,121.48,120.24,False,False,134.04,True,False,0.0,success
PIPR,death_st,0,0.6,5.3,81.65,81.73,81.06,False,False,79.22,False,True,0.0,success
LTRYW,golden_st,0,0.2,,0.01,0.01,0.01,False,False,0.0143,True,False,0.0,success
TVGNW,golden_st,0,0.1,,0.04,0.04,0.04,False,False,0.0426,True,False,0.0,success
KKRpD,death_st,0,0.2,,42.95,43.0,46.78,False,False,41.365,False,True,0.0,success
OPTXW,death_st,0,0.1,,1.25,1.26,0.78,False,False,0.9002,False,True,0.0,success
CRH,death,0,4.7,69.0,111.04,112.45,112.49,False,True,103.39,False,False,,success
DG,death,0,3.2,22.5,112.21,120.03,120.15,False,True,106.23,False,False,,success
KEP,death,0,0.8,16.7,14.53,15.46,15.5,False,True,12.9,False,False,,success
DOC,golden,0,8.9,13.3,18.28,17.61,17.59,True,False,19.49,False,False,,success
WTRG,death,0,2.3,10.5,38.2,38.88,38.9,False,True,37.24,False,False,,success
UGI,death,0,1.9,7.3,34.81,35.84,35.87,False,True,34.54,False,False,,success
SIGI,golden,0,0.6,5.3,84.28,82.44,82.25,True,False,89.59,False,False,,success
IHF,golden,0,0.6,,48.87,47.13,47.08,True,False,50.96,False,False,,success
PIIIW,golden,0,1.1,,0.01,0.01,0.01,True,False,0.035,False,False,,success
FLHY,death,0,0.5,,24.27,24.29,24.3,False,True,24.13,False,False,,success
IBDR,death,0,0.6,,24.21,24.21,24.21,False,True,24.21,False,False,,success
IBND,death,0,0.1,,31.57,31.64,31.64,False,True,31.38,False,False,,success
JMTG,death,0,0.4,,50.74,50.91,50.93,False,True,50.26,False,False,,success
JMUB,death,0,0.8,,50.27,50.37,50.38,False,True,49.99,False,False,,success
XRT,death,0,4.9,,82.59,83.36,83.37,False,True,79.59,False,False,,success
SSB,death,0,0.9,9.0,95.24,95.89,95.93,False,True,92.84,False,False,,success
EDU,death,0,0.8,8.1,53.46,54.64,54.71,False,True,51.09,False,False,,success
