symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
WFC,golden_st,0,16.3,252.2,79.71,79.7,81.93,83.73
SBUX,golden_st,0,7.7,116.6,99.94,99.77,95.07,103.04
NWG,golden_st,4,3.9,64.6,15.91,15.85,15.56,16.58
CCEP,golden_st,0,1.9,43.3,94.62,94.61,93.33,99.34
KMB,golden_st,0,4.4,33.7,98.84,98.73,106.45,102.29
EQT,death,0,6.3,32.0,54.66,56.57,56.66,51.94
TPR,golden_st,0,2.7,29.4,141.24,141.21,129.02,147.42
PPG,golden,4,1.8,26.4,112.34,110.52,109.7,119.34
WSM,golden,4,1.2,25.8,202.04,195.11,192.2,223.54
WWD,golden_st,0,0.7,23.1,364.84,364.58,327.34,386.85
RBA,golden,1,1.0,19.8,104.97,104.14,104.01,107.63
TOL,golden_st,0,1.1,13.8,139.52,139.46,138.1,147.1
UDR,golden,0,5.0,12.7,38.11,37.22,37.17,39.4
CR,golden,0,0.5,11.8,188.83,184.96,184.73,206.57
WYNN,golden_st,0,1.5,11.2,103.72,103.64,107.29,107.27
GIL,golden,1,1.0,11.1,58.67,58.98,58.92,60.78
CNM,death_st,0,2.2,9.4,49.85,49.92,52.21,48.33
BOKF,golden_st,0,0.3,8.0,130.16,130.13,123.07,134.61
HOMB,golden_st,0,1.4,5.6,27.02,26.98,27.71,28.25
AMRX,golden_st,5,1.7,5.2,13.82,13.29,12.17,16.2
TGS,golden_st,0,0.4,5.0,30.8,30.8,29.83,33.06
NOBL,golden_st,3,1.0,,54.25,54.01,53.3,55.63
SPHD,golden_st,3,0.8,,50.18,49.99,49.51,51.59
XHB,golden_st,0,2.7,,103.78,103.66,105.67,107.59
IYF,golden,4,0.2,,124.2,123.37,122.97,128.05
IYG,golden,1,0.1,,87.78,87.17,87.03,90.27
RSPH,golden,4,0.2,,31.37,31.11,30.98,32.16
XRT,golden,1,6.0,,84.13,83.7,83.47,87.73
CORN,death,2,0.6,,17.6,17.95,18.03,16.8
FAZ,death,5,0.5,,43.86,44.71,45.09,40.54
