symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
PG,death_st,12.0,336.6,152.98,153.15,153.89,144.28
HSBC,death_st,2.5,272.4,83.48,83.65,73.71,76.95
PM,death_st,5.3,254.3,173.37,173.4,165.12,163.11
PH,death_st,0.8,113.6,936.42,938.49,838.53,894.41
NEM,death_st,10.6,107.9,113.08,113.52,92.22,95.8
BN,death,6.5,87.8,41.44,43.56,43.71,38.26
CMI,death_st,1.0,74.6,555.97,556.22,478.72,533.54
CTAS,death_st,2.2,72.7,193.2,193.92,197.81,179.34
AU,death_st,3.1,43.3,101.87,101.98,79.53,79.99
CVNA,death,4.1,42.0,319.52,352.35,352.37,281.28
RKT,death,28.4,41.3,15.77,17.33,17.43,13.65
DHI,death,2.8,40.0,146.3,150.74,151.13,133.12
VIK,death_st,2.7,31.9,72.37,72.44,64.31,67.99
EXR,death_st,1.3,28.7,141.66,141.75,142.39,130.26
STZ,death_st,2.1,26.3,152.26,152.33,156.91,149.62
CINF,death_st,0.9,24.6,163.32,163.52,158.28,158.43
ON,death_st,8.6,23.4,61.61,61.66,56.72,59.26
LH,death_st,0.7,21.8,271.4,271.65,264.47,263.0
FCNCA,death,0.1,21.5,1884.94,1957.7,1959.97,1822.39
IOT,golden_st,9.4,19.5,31.44,31.4,35.97,33.13
ZBH,death_st,2.3,17.6,92.96,93.08,95.61,87.87
PKX,death_st,0.2,17.4,60.29,60.44,55.98,55.68
FFIV,golden,0.7,16.4,282.71,277.5,277.49,284.28
WSO,death_st,0.4,15.6,387.81,388.01,400.22,373.24
GGG,death_st,1.1,14.0,88.32,88.53,85.98,83.89
IEX,death_st,0.9,13.9,195.85,195.89,186.43,184.11
RGA,death_st,0.4,13.1,207.05,207.07,201.02,197.99
CNH,death,14.7,12.5,11.07,11.17,11.18,9.94
CDE,death_st,22.3,11.7,21.6,21.64,17.04,17.67
CCK,death_st,1.1,11.4,106.31,106.73,101.48,98.44
SJM,death_st,2.6,10.7,106.3,106.34,106.42,99.37
BMRN,death_st,2.4,10.6,58.36,58.46,58.05,54.13
AEG,death,6.5,10.5,7.13,7.37,7.38,6.81
EQX,death_st,9.7,9.8,15.24,15.35,12.26,11.99
FLS,death_st,1.8,9.4,78.49,78.7,67.87,71.4
MOS,death_st,9.8,8.3,27.55,27.57,28.63,23.59
ATR,death_st,0.6,8.0,131.3,131.39,134.92,121.06
EMN,death_st,1.7,7.8,71.11,71.17,71.56,65.33
ALV,death,0.8,7.6,109.63,115.58,115.72,100.34
R,death_st,0.4,7.5,200.64,201.12,185.35,191.78
KRYS,death_st,0.3,7.5,259.19,259.36,218.46,251.68
BEPC,death_st,1.2,7.3,40.88,40.94,37.95,38.58
AWI,death,0.7,7.1,172.53,180.07,180.46,163.86
LEVI,death,2.4,7.0,19.49,20.36,20.4,17.93
MSA,death_st,0.2,6.7,182.46,182.51,173.13,170.14
OR,death_st,1.3,6.5,40.69,40.94,35.28,32.87
ROAD,death_st,0.6,6.4,120.89,121.09,112.67,104.92
FAF,death_st,1.2,5.9,64.71,64.93,63.59,56.85
ESNT,death,0.8,5.5,59.18,60.69,60.77,57.16
