symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BN,death_st,0,5.6,98.8,46.3,46.34,44.15,44.99
NTES,death,0,0.8,73.7,123.29,129.7,129.99,117.18
FTNT,death_st,0,7.5,56.2,80.75,80.97,85.58,75.23
ZTS,golden_st,0,4.8,53.1,126.57,126.48,139.51,128.66
GRMN,golden,0,1.1,47.5,221.67,214.49,213.97,251.49
AIG,golden_st,0,4.7,42.9,77.81,77.79,78.97,79.84
CHT,golden,0,0.2,33.2,42.51,42.3,42.26,43.55
IRM,golden,0,2.1,32.9,101.73,96.06,96.01,113.24
CTSH,death,0,7.2,29.2,71.25,75.73,76.07,61.06
KHC,golden_st,0,17.0,29.0,24.22,24.22,25.95,24.78
FCNCA,death_st,0,0.1,23.9,2054.09,2054.26,1980.5,1981.02
RBA,death_st,0,1.7,18.3,107.58,108.06,105.12,96.95
BBIO,death_st,0,3.4,13.0,72.82,72.86,59.66,68.31
WTRG,golden_st,0,2.1,11.1,38.74,38.72,38.75,39.76
SEIC,death,0,0.7,9.7,82.15,83.2,83.27,80.21
RYN,death_st,0,3.5,6.6,22.68,22.7,23.38,21.52
CWST,death,0,0.7,5.9,100.81,100.53,100.56,91.87
CACC,golden,0,0.2,5.3,487.81,477.32,477.17,495.53
CRSP,golden,0,1.7,5.2,52.83,53.82,53.77,56.77
BIL,golden_st,0,8.8,,91.51,91.51,91.55,91.58
IBTG,golden_st,0,0.6,,22.9,22.9,22.89,22.915
NVDL,golden_st,0,10.2,,86.73,86.71,81.56,91.25
XBIL,golden_st,0,0.1,,50.13,50.12,50.11,50.16
BUYW,death_st,0,0.5,,14.29,14.29,14.17,14.26
GOOX,death_st,0,0.1,,70.44,70.53,53.93,67.05
REM,death_st,0,0.9,,22.75,22.76,22.43,22.43
SYFI,death_st,0,0.2,,35.98,35.98,35.9,35.95
TBLL,death_st,0,0.3,,105.68,105.68,105.67,105.53
JPMpL,golden_st,0,0.2,,19.9,19.9,20.08,19.94
DBO,golden,0,0.6,,13.69,13.3,13.29,14.23
DFIP,golden,0,0.1,,41.95,41.88,41.88,42.125
TSMY,golden,0,0.1,,16.77,16.4,16.38,17.67
KIE,death,0,1.7,,57.98,58.52,58.54,56.9
