symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
BN,death_st,0,5.6,98.8,46.3,46.34,44.15,False,False,44.99,False,True,0.0,success
FTNT,death_st,0,7.5,56.2,80.75,80.97,85.58,False,False,75.23,False,True,0.0,success
AIG,golden_st,0,4.7,42.9,77.81,77.79,78.97,False,False,79.84,True,False,0.0,success
KHC,golden_st,0,17.0,29.0,24.22,24.22,25.95,False,False,24.78,True,False,0.0,success
FCNCA,death_st,0,0.1,23.9,2054.09,2054.26,1980.5,False,False,1981.02,False,True,0.0,success
RBA,death_st,0,1.7,18.3,107.58,108.06,105.12,False,False,96.95,False,True,0.0,success
BBIO,death_st,0,3.4,13.0,72.82,72.86,59.66,False,False,68.31,False,True,0.0,success
WTRG,golden_st,0,2.1,11.1,38.74,38.72,38.75,False,False,39.76,True,False,0.0,success
RYN,death_st,0,3.5,6.6,22.68,22.7,23.38,False,False,21.52,False,True,0.0,success
BIL,golden_st,0,8.8,,91.51,91.51,91.55,False,False,91.58,True,False,0.0,success
IBTG,golden_st,0,0.6,,22.9,22.9,22.89,False,False,22.915,True,False,0.0,success
NVDL,golden_st,0,10.2,,86.73,86.71,81.56,False,False,91.25,True,False,0.0,success
XBIL,golden_st,0,0.1,,50.13,50.12,50.11,False,False,50.16,True,False,0.0,success
BUYW,death_st,0,0.5,,14.29,14.29,14.17,False,False,14.26,False,True,0.0,success
GOOX,death_st,0,0.1,,70.44,70.53,53.93,False,False,67.05,False,True,0.0,success
REM,death_st,0,0.9,,22.75,22.76,22.43,False,False,22.43,False,True,0.0,success
SYFI,death_st,0,0.2,,35.98,35.98,35.9,False,False,35.95,False,True,0.0,success
TBLL,death_st,0,0.3,,105.68,105.68,105.67,False,False,105.53,False,True,0.0,success
ZTS,golden_st,0,4.8,53.1,126.57,126.48,139.51,False,False,128.66,True,False,0.0,success
JPMpL,golden_st,0,0.2,,19.9,19.9,20.08,False,False,19.94,True,False,0.0,success
GRMN,golden,0,1.1,47.5,221.67,214.49,213.97,True,False,251.49,False,False,,success
IRM,golden,0,2.1,32.9,101.73,96.06,96.01,True,False,113.24,False,False,,success
CTSH,death,0,7.2,29.2,71.25,75.73,76.07,False,True,61.06,False,False,,success
SEIC,death,0,0.7,9.7,82.15,83.2,83.27,False,True,80.21,False,False,,success
CWST,death,0,0.7,5.9,100.81,100.53,100.56,False,True,91.87,False,False,,success
CACC,golden,0,0.2,5.3,487.81,477.32,477.17,True,False,495.53,False,False,,success
DBO,golden,0,0.6,,13.69,13.3,13.29,True,False,14.23,False,False,,success
DFIP,golden,0,0.1,,41.95,41.88,41.88,True,False,42.125,False,False,,success
TSMY,golden,0,0.1,,16.77,16.4,16.38,True,False,17.67,False,False,,success
KIE,death,0,1.7,,57.98,58.52,58.54,False,True,56.9,False,False,,success
NTES,death,0,0.8,73.7,123.29,129.7,129.99,False,True,117.18,False,False,,success
CHT,golden,0,0.2,33.2,42.51,42.3,42.26,True,False,43.55,False,False,,success
CRSP,golden,0,1.7,5.2,52.83,53.82,53.77,True,False,56.77,False,False,,success
