symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
FEZ,golden_st,0,3.1,,64.71,64.59,62.68,67.61
FHEQ,golden_st,0,0.2,,30.41,30.39,30.1,31.64
FLCG,golden_st,0,0.1,,31.29,31.28,31.31,33.32
FPAG,golden_st,0,0.2,,37.71,37.65,36.45,39.64
FQAL,golden_st,0,0.1,,75.13,75.08,73.81,78.15
FTGS,golden_st,0,0.1,,35.24,35.2,34.93,36.739
GDX,golden_st,0,27.1,,96.02,95.89,82.25,100.34
GSLC,golden_st,0,0.4,,130.18,129.98,128.28,136.32
GSUS,golden_st,0,0.2,,93.35,93.1,91.38,97.915
HEGD,golden_st,0,0.1,,25.19,25.16,24.76,25.85
HEQT,golden_st,0,0.1,,31.95,31.95,31.49,32.76
ILLR,golden_st,0,0.2,,0.23,0.22,0.54,0.392
IUSV,golden_st,0,1.4,,104.27,104.15,101.64,107.07
IVE,golden_st,0,1.3,,215.26,215.07,209.86,220.89
IWMI,golden_st,0,0.4,,49.16,49.05,48.77,51.25
IYJ,golden_st,0,0.2,,153.5,153.2,149.0,158.82
JAVA,golden_st,0,0.4,,73.53,73.42,71.1,75.58
JGLO,golden_st,0,0.2,,67.47,67.38,66.74,70.27
JGRO,golden_st,0,0.6,,88.31,88.28,88.79,93.2
JPMPC,golden_st,0,0.2,,25.16,25.15,25.24,25.38
JQUA,golden_st,0,0.9,,63.21,63.1,62.34,65.63
JTEK,golden_st,0,0.3,,84.81,84.62,85.6,92.21
LEMB,golden_st,0,0.3,,41.71,41.71,41.12,42.56
MCHPP,golden_st,0,0.2,,61.93,61.59,60.3,68.3
MGC,golden_st,0,0.2,,246.79,246.17,241.52,259.36
MGK,golden_st,0,0.5,,388.57,388.17,387.44,415.92
MLN,golden_st,0,0.4,,17.55,17.55,17.48,17.695
MODL,golden_st,0,0.1,,46.44,46.4,45.7,48.5828
MSLC,golden_st,0,0.1,,53.87,53.74,53.25,56.41
NBCR,golden_st,0,0.1,,30.91,30.89,30.46,32.3583
NVDG,golden_st,0,0.3,,15.8,15.74,16.27,18.33
NVDU,golden_st,0,0.4,,110.38,109.55,111.0,127.97
NVDX,golden_st,0,17.2,,15.91,15.81,16.15,18.425
OAKM,golden_st,0,0.2,,27.92,27.89,27.19,28.59
OEF,golden_st,0,2.4,,332.17,331.82,327.06,349.72
QDPL,golden_st,0,0.2,,41.75,41.74,41.44,43.64
QGRW,golden_st,0,0.3,,56.8,56.58,55.87,60.85
QLTY,golden_st,0,0.9,,37.9,37.83,36.91,39.745
QQA,golden_st,0,0.1,,51.92,51.88,51.83,54.0
QQQE,golden_st,0,0.3,,101.94,101.79,100.62,106.66
QUAL,golden_st,0,2.0,,198.89,198.63,194.83,206.92
RECS,golden_st,0,0.6,,40.3,40.24,39.55,42.17
RSP,golden_st,0,13.7,,196.95,196.71,192.04,203.16
RSSB,golden_st,0,0.1,,28.44,28.39,27.83,29.875
SECT,golden_st,0,0.1,,63.06,62.98,61.95,66.25
SGOV,golden_st,0,20.7,,100.52,100.52,100.51,100.56
SMIG,golden_st,0,0.2,,30.06,30.03,29.67,30.88
SNPE,golden_st,0,0.5,,62.0,61.85,60.27,64.94
SPUS,golden_st,0,0.7,,50.34,50.21,48.96,53.2
SPXL,golden_st,0,3.9,,209.19,208.88,204.5,238.73
SPYD,golden_st,0,1.7,,45.83,45.83,44.82,46.4
SPYV,golden_st,0,4.3,,57.67,57.63,56.24,59.17
SPYX,golden_st,0,0.1,,55.38,55.26,54.3,58.19
SSO,golden_st,0,5.4,,56.28,56.12,54.85,61.62
TCAF,golden_st,0,0.9,,37.16,37.1,36.94,39.09
TFLO,golden_st,0,2.0,,50.55,50.55,50.54,50.57
TMFC,golden_st,0,0.1,,69.26,69.04,68.27,73.42
TOPT,golden_st,0,0.5,,29.95,29.9,29.51,31.59
UPRO,golden_st,0,4.6,,109.72,109.58,107.43,125.23
USCA,golden_st,0,0.2,,40.51,40.51,40.37,42.503
USPX,golden_st,0,0.2,,59.17,59.02,57.96,62.06
VGUS,golden_st,0,0.2,,75.55,75.55,75.5,75.605
VNM,golden_st,0,1.1,,17.94,17.93,17.24,19.04
VOX,golden_st,0,0.3,,188.77,188.29,183.67,199.05
VUG,golden_st,0,1.7,,461.77,461.3,460.96,493.92
VV,golden_st,0,0.5,,311.39,310.57,304.8,326.54
WINN,golden_st,0,0.1,,29.32,29.31,29.63,31.25
WTV,golden_st,0,0.3,,96.1,96.1,93.09,98.66
XLG,golden_st,0,4.3,,56.92,56.87,56.19,60.12
XME,golden_st,0,2.4,,112.55,112.55,100.36,117.6
AAPD,death_st,0,11.3,,13.69,13.7,14.29,13.1072
CANE,death_st,0,0.8,,9.68,9.7,10.07,9.07
METD,death_st,0,0.3,,16.3,16.37,16.23,14.64
QQQD,death_st,0,0.2,,13.97,13.97,14.3,12.86
SARK,death_st,0,0.6,,31.17,31.32,32.76,28.05
SDOW,death_st,0,8.0,,32.53,32.57,35.3,28.89
UVXY,death_st,0,7.3,,44.72,44.9,56.51,38.15
FELG,golden_st,0,1.0,,39.43,39.43,39.33,41.89
GPIQ,golden_st,0,1.0,,51.48,51.41,51.27,53.99
TQQQ,golden_st,0,107.7,,49.23,48.82,48.29,58.59
NFLY,death_st,0,0.2,,11.16,11.18,13.36,10.745
CGGR,golden,0,3.8,,42.26,42.38,42.33,44.78
DFCF,golden,0,1.2,,42.46,42.54,42.54,42.69
DRN,golden,0,1.4,,9.69,9.51,9.5,11.02
DUSB,golden,0,0.3,,50.77,50.76,50.76,50.82
FLQM,golden,0,0.1,,56.04,56.26,56.23,57.52
FTHI,golden,0,0.6,,23.4,23.42,23.42,23.74
HFSI,golden,0,0.2,,35.13,35.25,35.24,35.43
IAI,golden,0,0.1,,170.79,170.94,170.78,179.04
IBND,golden,0,0.1,,31.58,31.68,31.68,32.08
IWF,golden,0,2.9,,447.81,448.19,448.11,476.41
IWY,golden,0,0.6,,261.43,261.61,261.41,278.14
PREF,golden,0,0.2,,18.96,19.0,18.99,19.085
SBND,golden,0,0.1,,18.83,18.86,18.85,18.92
SPAB,golden,0,4.7,,25.65,25.71,25.71,25.75
VONG,golden,0,3.1,,115.25,115.35,115.32,122.56
XRT,golden,0,5.9,,82.76,83.4,83.39,86.95
SMST,death,0,0.3,,55.87,61.61,61.92,33.5
BULZ,golden,0,1.8,,22.99,22.38,22.3,29.72
NULG,golden,0,0.2,,95.97,95.42,95.31,102.47
