symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
GBCI,golden,0,1.0,6.2,46.67,46.46,46.4,True,False,48.94,False,False,,success
BMA,golden,0,0.3,5.2,78.1,79.14,79.14,True,False,81.99,False,False,,success
CGGR,golden,0,3.8,,42.26,42.38,42.33,True,False,44.78,False,False,,success
DFCF,golden,0,1.2,,42.46,42.54,42.54,True,False,42.69,False,False,,success
DRN,golden,0,1.4,,9.69,9.51,9.5,True,False,11.02,False,False,,success
DUSB,golden,0,0.3,,50.77,50.76,50.76,True,False,50.82,False,False,,success
FLQM,golden,0,0.1,,56.04,56.26,56.23,True,False,57.52,False,False,,success
FTHI,golden,0,0.6,,23.4,23.42,23.42,True,False,23.74,False,False,,success
HFSI,golden,0,0.2,,35.13,35.25,35.24,True,False,35.43,False,False,,success
IAI,golden,0,0.1,,170.79,170.94,170.78,True,False,179.04,False,False,,success
IBND,golden,0,0.1,,31.58,31.68,31.68,True,False,32.08,False,False,,success
IWF,golden,0,2.9,,447.81,448.19,448.11,True,False,476.41,False,False,,success
IWY,golden,0,0.6,,261.43,261.61,261.41,True,False,278.14,False,False,,success
PREF,golden,0,0.2,,18.96,19.0,18.99,True,False,19.085,False,False,,success
SBND,golden,0,0.1,,18.83,18.86,18.85,True,False,18.92,False,False,,success
SPAB,golden,0,4.7,,25.65,25.71,25.71,True,False,25.75,False,False,,success
VONG,golden,0,3.1,,115.25,115.35,115.32,True,False,122.56,False,False,,success
XRT,golden,0,5.9,,82.76,83.4,83.39,True,False,86.95,False,False,,success
SMST,death,0,0.3,,55.87,61.61,61.92,False,True,33.5,False,False,,success
BULZ,golden,0,1.8,,22.99,22.38,22.3,True,False,29.72,False,False,,success
NULG,golden,0,0.2,,95.97,95.42,95.31,True,False,102.47,False,False,,success
