symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
GILD,death_st,0,5.7,172.0,140.01,140.1,127.98,False,False,137.64,False,True,0.0,success
BBVA,golden_st,0,2.0,129.4,22.51,22.44,20.51,False,False,23.85,True,False,0.0,success
NOC,death_st,0,0.7,95.6,688.58,689.58,624.56,False,False,665.26,False,True,0.0,success
BNS,golden_st,0,2.8,92.4,72.39,72.22,67.57,False,False,76.56,True,False,0.0,success
TFC,golden_st,0,10.6,61.3,48.25,48.23,47.1,False,False,50.57,True,False,0.0,success
RKLB,golden_st,0,24.3,47.9,71.45,70.75,59.95,False,False,84.8,True,False,0.0,success
ROK,golden_st,0,0.9,45.3,385.68,384.66,368.95,False,False,415.73,True,False,0.0,success
EXPE,golden_st,0,1.9,31.2,239.55,238.47,230.24,False,False,265.84,True,False,0.0,success
SYF,golden_st,0,3.7,26.1,71.52,71.22,71.78,False,False,78.34,True,False,0.0,success
ZM,golden_st,0,3.8,25.5,82.53,82.31,82.51,False,False,88.02,True,False,0.0,success
FUTU,golden_st,0,1.6,23.1,151.93,151.5,152.04,False,False,166.93,True,False,0.0,success
FWONK,golden_st,0,2.0,22.5,87.68,87.57,92.05,False,False,90.48,True,False,0.0,success
KOF,golden_st,0,0.2,21.6,101.58,101.55,95.8,False,False,103.94,True,False,0.0,success
RIVN,golden_st,0,28.2,21.0,15.76,15.74,15.27,False,False,17.23,True,False,0.0,success
ILMN,golden_st,0,1.5,20.2,127.2,126.93,120.31,False,False,134.5,True,False,0.0,success
CX,golden_st,0,6.9,16.9,11.52,11.52,10.36,False,False,11.97,True,False,0.0,success
VTRS,golden_st,0,9.4,16.3,13.79,13.77,12.28,False,False,14.68,True,False,0.0,success
MGA,golden_st,0,1.7,15.7,56.93,56.73,51.42,False,False,60.56,True,False,0.0,success
DECK,golden_st,0,2.0,15.4,105.56,105.46,109.87,False,False,112.5,True,False,0.0,success
H,golden_st,0,0.8,15.4,154.96,154.79,152.42,False,False,172.48,True,False,0.0,success
MEDP,golden_st,0,0.3,14.7,495.13,494.85,487.05,False,False,520.6,True,False,0.0,success
LOGI,golden_st,0,1.0,14.5,94.16,93.82,97.08,False,False,101.09,True,False,0.0,success
BEN,golden_st,0,5.0,13.8,25.17,25.13,24.26,False,False,27.27,True,False,0.0,success
OHI,golden_st,0,1.9,13.8,45.82,45.77,43.53,False,False,46.82,True,False,0.0,success
EHC,golden_st,0,1.0,10.5,103.85,103.73,108.28,False,False,106.39,True,False,0.0,success
IDCC,golden_st,0,0.5,9.6,343.61,342.12,318.18,False,False,373.02,True,False,0.0,success
ONB,golden_st,0,3.3,9.0,22.89,22.89,22.54,False,False,23.96,True,False,0.0,success
CUBE,golden_st,0,2.4,8.9,38.38,38.31,39.19,False,False,39.8,True,False,0.0,success
COLB,golden_st,0,2.9,8.4,28.42,28.4,27.67,False,False,29.63,True,False,0.0,success
BIO,golden_st,0,0.3,7.9,282.3,282.3,288.92,False,False,299.02,True,False,0.0,success
VFC,golden_st,0,6.4,7.9,18.26,18.15,17.33,False,False,21.0,True,False,0.0,success
STAG,golden_st,0,1.3,7.4,37.87,37.83,37.3,False,False,39.75,True,False,0.0,success
HXL,golden_st,0,1.2,6.3,83.23,83.08,75.05,False,False,88.76,True,False,0.0,success
PTCT,golden_st,0,1.1,5.9,69.69,69.54,66.05,False,False,72.43,True,False,0.0,success
TKC,golden_st,0,1.4,5.6,6.3,6.29,6.18,False,False,6.62,True,False,0.0,success
CACC,golden_st,0,0.2,5.3,469.39,467.69,474.27,False,False,527.56,True,False,0.0,success
CRSP,golden_st,0,2.1,5.3,52.35,52.26,53.3,False,False,57.99,True,False,0.0,success
EWM,golden_st,0,0.4,,28.72,28.71,27.19,False,False,29.16,True,False,0.0,success
FEZ,golden_st,0,3.1,,64.71,64.59,62.68,False,False,67.61,True,False,0.0,success
ILLR,golden_st,0,0.2,,0.23,0.22,0.54,False,False,0.392,True,False,0.0,success
JPMpC,golden_st,0,0.2,,25.16,25.15,25.24,False,False,25.38,True,False,0.0,success
MCHPP,golden_st,0,0.2,,61.93,61.59,60.3,False,False,68.3,True,False,0.0,success
VOX,golden_st,0,0.3,,188.77,188.29,183.67,False,False,199.05,True,False,0.0,success
GLPI,golden_st,0,2.2,13.4,46.43,46.38,46.32,False,False,47.73,True,False,0.0,success
LVS,golden,0,3.5,37.6,54.95,55.66,55.62,True,False,57.64,False,False,,success
FRHC,golden,0,0.1,10.0,149.91,141.19,141.1,True,False,160.87,False,False,,success
