symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
HON,golden_st,1,4.4,150.7,224.9,223.88,217.19,236.54
COP,death_st,1,7.8,138.9,118.93,119.34,108.63,115.58
CB,death_st,2,1.7,120.9,322.08,323.7,310.18,309.78
UPS,golden,0,6.2,90.7,102.39,102.44,102.24,109.02
MCK,death,1,1.3,89.2,767.42,805.5,809.34,734.82
APD,death_st,0,1.1,62.0,290.93,291.15,282.21,278.89
XEL,death_st,0,5.3,49.6,79.7,79.81,77.62,76.41
BSBR,death,2,0.9,40.7,5.58,5.79,5.82,5.43
A,golden_st,1,2.4,38.2,119.77,118.61,125.55,135.98
PUK,death_st,0,0.8,36.0,30.28,30.33,28.79,28.81
PAYX,golden_st,1,3.2,34.7,94.68,94.16,107.8,102.44
AEE,death_st,1,1.8,29.9,109.38,109.69,105.92,105.09
SHG,death_st,0,0.2,29.7,64.56,64.6,57.96,62.33
FTS,death_st,0,0.7,28.2,56.02,56.1,53.44,54.46
WSM,golden_st,1,1.2,24.0,189.58,188.48,190.35,202.14
TROW,golden,0,2.1,22.4,102.57,100.0,99.95,103.92
CHRW,golden_st,1,2.0,21.1,174.59,174.24,159.04,179.89
RCI,golden_st,1,1.2,20.8,36.88,36.65,35.88,39.33
DECK,golden_st,1,2.1,15.8,104.98,104.23,108.53,110.82
CLH,death_st,1,0.6,14.9,291.25,291.95,267.0,281.0
WSO,death,2,0.4,14.9,392.1,398.85,401.24,359.47
LECO,death_st,0,0.3,14.2,261.19,261.51,250.01,252.17
JBS,death,0,7.3,13.4,13.96,15.05,15.07,12.1
RGA,death_st,0,0.4,13.2,208.58,208.66,204.21,198.71
ELS,death,4,1.5,12.0,62.59,63.29,63.49,60.77
GDDY,golden_st,0,2.6,11.4,88.27,88.24,111.74,92.99
WMS,death,0,0.9,10.7,139.64,143.29,143.36,135.65
CCK,death,2,1.2,10.6,98.1,100.56,100.99,94.54
AM,death_st,0,2.6,10.0,21.57,21.61,20.1,20.83
DCI,death,1,0.6,9.5,84.07,86.39,86.55,81.79
AYI,golden_st,1,0.3,9.2,291.45,290.29,307.37,307.0
IDA,death_st,0,0.5,7.8,141.99,142.37,134.99,135.01
BOKF,death_st,2,0.3,7.8,129.73,130.14,122.55,124.82
ZWS,death_st,1,1.1,7.8,48.45,48.57,46.52,46.72
NFG,death,1,0.9,7.3,81.28,84.46,84.77,76.94
STAG,death_st,0,1.2,7.2,38.1,38.16,37.55,36.73
AXS,death,1,0.6,7.0,98.37,99.6,99.85,95.9
AXTA,golden_st,0,2.5,6.6,29.11,29.04,30.26,30.39
FSS,death_st,1,0.4,6.5,113.24,113.8,112.3,105.49
MSA,death,2,0.3,6.4,169.23,171.15,171.56,163.13
DSGX,golden_st,0,0.5,6.3,71.8,71.73,81.4,79.85
SWX,death_st,0,0.5,6.2,88.71,88.84,84.27,84.49
ESNT,death,1,0.7,5.3,60.2,60.66,60.85,56.67
PIPR,death,0,0.6,5.3,80.23,80.99,80.99,77.24
MGY,death_st,1,2.2,5.1,28.72,28.84,26.52,27.71
ARKF,golden_st,2,0.2,,41.68,41.5,44.13,43.0
MOAT,golden_st,3,0.9,,101.51,101.04,100.46,104.81
YMAX,golden_st,1,1.7,,8.53,8.51,10.06,8.8
BITO,death_st,0,122.2,,10.42,10.44,13.33,9.74
FSTA,death_st,0,0.2,,53.22,53.23,52.21,51.58
VDC,death_st,0,0.2,,228.53,228.54,224.0,221.47
ARKW,golden,0,0.1,,145.34,140.16,140.09,154.18
SKYY,golden,4,0.3,,131.81,124.97,122.51,155.17
