symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BRK.B,golden,5,4.5,1106.8,501.57,494.89,491.52,517.22
VZ,golden_st,0,31.9,196.8,45.52,45.51,45.26,46.88
GILD,golden_st,5,7.4,162.8,131.51,131.19,129.6,135.25
SPGI,death_st,0,2.5,122.7,425.1,425.77,450.09,412.53
MAR,death_st,0,1.6,90.4,369.63,370.79,340.03,345.2
CTAS,golden,3,2.4,81.6,199.07,189.29,187.4,203.65
NDAQ,golden,5,4.5,52.6,91.54,89.44,88.46,93.62
EW,golden_st,1,5.2,51.1,87.08,86.85,83.51,89.6
FERG,golden,0,3.1,48.5,234.4,234.01,233.47,255.51
YUM,death,1,2.7,40.6,152.23,153.71,154.02,147.68
TEVA,golden_st,0,5.6,40.2,33.1,33.08,30.16,34.43
ALC,golden_st,0,2.2,34.2,68.72,68.65,74.15,70.99
TPR,golden_st,5,2.4,31.4,147.26,144.89,133.95,155.97
RMD,golden_st,0,1.4,31.2,205.59,204.64,224.22,223.14
CNP,death_st,0,7.1,27.6,43.07,43.11,41.58,41.58
AS,golden,0,3.8,21.1,35.3,35.09,35.08,36.22
VIV,death,0,1.3,20.3,13.32,13.61,13.62,12.32
CG,golden_st,0,3.7,17.6,45.85,45.68,49.69,50.64
SF,golden,4,1.4,12.7,79.69,77.0,76.1,84.05
SCI,golden,0,1.4,11.7,81.49,79.24,79.22,85.6
AOS,golden_st,4,1.8,8.3,60.79,60.63,64.35,63.37
TAP,golden_st,1,3.2,7.9,41.1,41.0,44.34,42.29
MGY,death,0,5.7,6.0,25.48,26.37,26.39,24.58
INDA,golden_st,3,6.0,,49.2,49.02,50.31,50.53
MGK,golden_st,1,1.5,,86.82,86.6,82.43,90.42
VUG,golden_st,1,8.0,,85.48,85.23,81.39,89.09
EWG,golden,3,1.1,,42.05,41.9,41.74,43.84
