symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BA,golden_st,0,6.1,187.4,221.37,220.49,218.35,240.19
COF,golden,0,4.4,136.1,208.9,202.62,202.3,221.63
ENB,death_st,0,3.9,116.7,54.88,55.03,52.47,51.94
MO,death_st,0,8.2,113.7,71.07,71.1,67.25,68.44
ADP,golden,0,2.7,107.7,255.65,242.22,241.45,270.09
CI,death_st,0,1.9,72.4,285.44,285.61,285.33,270.5
KMI,death_st,4,10.1,69.9,31.96,32.09,30.98,31.12
AEP,death_st,2,4.8,69.9,131.11,131.66,126.29,126.47
TEL,golden_st,0,2.7,62.9,206.82,206.8,209.27,218.02
FERG,golden_st,1,3.1,49.6,236.3,234.84,233.69,255.25
XEL,death_st,3,5.2,48.6,79.12,79.45,78.29,77.2
DRI,golden_st,4,1.5,23.4,203.3,202.58,200.7,208.85
ITT,golden_st,1,1.0,18.3,196.08,195.59,189.55,204.08
TRMB,golden_st,0,2.8,13.9,55.22,55.2,63.69,58.58
AXSM,death_st,0,1.0,10.9,229.28,229.57,193.15,212.85
POR,death_st,1,1.2,5.9,51.04,51.15,49.71,49.25
BBJP,golden_st,2,1.4,,74.79,74.58,71.35,76.81
DFIS,golden_st,1,1.1,,35.78,35.68,34.32,36.86
FLJP,golden_st,4,1.2,,39.52,39.37,37.49,40.52
MAGS,golden_st,0,5.4,,66.01,65.91,63.99,68.42
SCZ,golden_st,1,1.9,,83.68,83.49,80.85,85.92
XLB,golden_st,5,11.5,,51.27,51.14,49.41,52.64
XLG,golden_st,0,1.5,,61.13,61.1,58.97,62.93
XLU,death_st,2,19.4,,44.95,45.09,44.54,43.66
