symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COF,golden_st,0,5.2,125.4,190.87,190.61,201.41,197.81
WMB,golden_st,0,6.8,89.4,73.15,73.13,68.19,75.79
SLB,death_st,0,15.3,71.9,53.25,53.56,47.4,47.79
DLR,golden_st,0,2.4,66.1,188.89,188.54,178.36,195.0
CCI,death_st,0,4.2,35.8,88.59,88.7,89.92,84.33
EXPE,golden,4,1.6,28.9,232.78,233.24,232.17,245.07
HUBB,golden_st,0,0.7,27.7,495.28,494.89,474.1,509.96
VRSN,death_st,0,0.9,24.1,276.52,276.71,262.29,247.22
TXT,death_st,0,1.4,15.6,90.94,91.16,88.35,86.4
NWS,death_st,0,1.8,15.6,29.65,29.66,29.91,28.3
ONON,death_st,0,6.4,13.0,37.69,37.74,41.52,35.14
JEF,golden,0,2.0,12.7,58.0,54.1,54.05,60.52
AR,death,0,4.8,10.3,35.17,36.32,36.37,34.53
WLK,death,0,1.0,10.3,85.88,92.66,92.8,76.48
EMN,death_st,0,1.1,8.3,72.95,73.09,72.4,69.48
PB,golden,1,0.9,7.2,70.42,69.61,69.5,72.32
CHRD,death_st,2,0.8,6.9,132.46,133.74,118.79,124.44
ICL,death,0,1.5,6.6,5.65,5.73,5.73,5.0
WH,golden_st,1,1.3,6.3,81.66,81.47,81.67,84.65
EAGL,death_st,0,0.4,,32.36,32.36,31.74,31.27
EWD,death_st,3,0.2,,50.92,51.2,49.86,48.78
EWW,death_st,1,1.3,,77.02,77.18,72.6,74.73
ICOW,death_st,0,0.2,,43.79,43.89,41.0,41.745
MISL,death_st,0,0.2,,46.1,46.12,44.19,44.45
RLY,death_st,3,0.2,,35.98,36.16,34.13,34.98
FNCL,golden,3,0.1,,75.16,74.27,74.06,76.74
