symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MSFT,death_st,0,35.8,2902.6,412.82,413.16,434.4,399.76
BRK.B,golden_st,4,5.3,1055.2,482.97,481.42,486.58,495.52
ABBV,golden,3,5.4,402.4,219.06,215.42,214.31,221.59
SONY,death_st,0,7.8,120.9,21.51,21.54,23.27,20.4
SU,death_st,0,4.0,72.7,63.59,63.61,54.63,59.65
DB,golden_st,0,3.0,63.7,32.28,32.23,32.79,34.5
KB,golden_st,0,0.2,38.2,105.21,104.96,95.71,113.63
SYY,golden_st,0,3.4,37.9,76.52,76.36,77.49,79.69
BCH,golden_st,0,0.3,20.3,38.17,38.06,36.71,40.95
RYN,golden_st,0,2.7,6.6,20.91,20.9,21.91,21.54
LW,golden_st,0,1.5,6.3,43.41,43.31,47.77,45.42
ENIC,golden_st,0,0.6,6.2,4.33,4.31,4.07,4.59
GOLF,golden_st,0,0.4,5.7,92.33,92.3,88.1,97.25
GNTX,golden,0,2.1,5.5,24.53,23.75,23.71,26.04
XLB,golden_st,2,11.9,,51.12,50.97,48.7,52.5
BCI,death_st,0,1.2,,24.22,24.26,22.92,23.25
FTGC,death_st,0,1.1,,28.68,28.7,27.1,27.82
HGER,death_st,0,1.2,,31.23,31.26,28.65,30.17
XOP,death_st,0,3.8,,167.13,167.49,152.11,158.36
XRT,golden,3,6.1,,84.43,83.85,83.48,87.44
FAZ,death,5,0.5,,43.51,44.52,45.03,39.98
