symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
AMP,golden_cross,0,0.6,48.1,,494.48,494.16,527.19
DDOG,death_cross,0,4.9,45.3,,139.19,139.43,129.32
BNTX,golden_cross,0,1.1,28.5,,104.66,104.46,113.75
DRS,golden_cross,0,1.2,10.9,,38.41,38.37,41.06
PLNT,death_cross,0,1.7,7.6,,101.74,101.81,91.04
LTH,golden_cross,0,2.1,6.4,,27.39,27.37,29.17
NEU,death_cross,0,0.1,6.3,,705.8,706.65,670.79
AVT,golden_cross,0,1.1,5.1,,51.1,50.99,62.39
APOpA,death_cross,0,0.3,,,72.64,72.69,69.37
KBWD,death_cross,0,0.3,,,13.99,14.0,13.91
TBLL,death_cross,0,0.2,,,105.67,105.67,105.61
TUSI,death_cross,0,0.1,,,25.38,25.38,25.365
COMT,golden_cross,0,0.2,,,26.21,26.21,27.4241
HOOX,death_cross,0,0.2,,,24.01,24.02,15.41
KKRpD,death_cross,0,0.6,,,51.72,51.74,48.94
