symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
UNH,golden_st,0,8.5,285.1,295.11,293.94,329.79,316.4
APH,golden_st,0,8.6,180.7,136.82,136.75,126.24,148.96
T,death_st,0,42.0,177.8,27.26,27.27,26.59,26.4
WM,death_st,0,2.1,90.6,230.26,230.38,225.4,224.08
LYG,golden_st,0,23.8,82.0,5.36,5.35,4.92,5.56
ARGX,golden_st,0,0.3,52.3,771.19,770.93,760.05,828.35
FITB,golden_st,0,9.7,45.1,48.07,48.06,46.28,49.52
MCHP,golden_st,0,8.7,40.3,69.69,69.36,66.97,76.87
CHT,golden_st,0,0.2,33.3,42.6,42.57,42.41,43.44
AMRZ,golden_st,0,2.8,32.5,56.99,56.98,54.48,57.18
ALAB,golden_st,0,5.0,29.3,137.77,136.08,142.76,170.81
UMC,golden_st,0,8.5,25.0,9.52,9.48,8.54,10.62
DGX,death_st,0,0.8,21.2,195.89,195.89,186.55,191.46
FWONA,golden_st,0,0.2,20.8,80.22,80.14,84.07,82.44
WES,death_st,0,1.3,15.9,41.15,41.17,40.17,40.85
JLL,golden_st,0,0.4,15.6,314.55,314.24,305.81,334.27
NWSA,golden_st,0,4.7,13.9,24.69,24.65,26.11,25.79
RGA,golden_st,0,0.3,13.6,206.47,206.42,202.14,208.73
HAS,golden_st,0,1.7,13.2,92.54,92.53,84.05,93.35
GLPI,golden,0,2.2,13.2,46.3,46.33,46.31,47.17
FHN,golden_st,0,5.7,11.5,23.48,23.46,22.77,23.98
IAG,death_st,0,7.2,11.3,19.4,19.41,15.43,18.9
AUR,golden_st,0,18.6,10.4,4.43,4.39,4.88,5.17
WTFC,golden_st,0,0.5,9.8,141.95,141.93,137.49,145.24
EDU,golden_st,0,0.8,8.8,56.34,56.31,54.87,58.33
LUMN,golden_st,0,12.7,8.8,7.36,7.34,7.01,8.51
GDS,golden_st,0,1.6,8.6,41.84,41.79,37.53,42.97
LEVI,golden,0,3.0,8.6,20.67,20.42,20.41,22.21
SANM,golden_st,0,0.7,8.4,142.12,141.56,133.41,168.97
TEX,death_st,0,1.4,6.7,60.81,60.86,55.77,57.94
GTES,golden_st,0,2.4,6.3,24.17,24.14,23.61,24.86
HR,golden_st,0,3.1,6.2,17.65,17.65,17.4,18.31
KMX,death_st,0,3.7,5.7,42.8,42.85,48.74,40.49
IMVT,golden_st,0,1.4,5.6,25.45,25.4,23.18,27.35
ETSY,golden_st,0,2.7,5.6,53.82,53.71,55.9,59.61
HWC,golden_st,0,0.9,5.5,65.54,65.54,63.23,66.76
AUB,golden_st,0,1.0,5.4,36.9,36.85,35.97,37.83
AIQ,golden_st,0,2.0,,49.52,49.46,48.16,53.49
AOR,golden_st,0,0.4,,65.61,65.57,64.29,67.11
APUE,golden_st,0,0.1,,41.46,41.4,40.5,43.14
ARKX,golden_st,0,0.6,,31.38,31.27,28.89,33.47
BKLC,golden_st,0,0.5,,129.03,129.0,126.66,134.31
BULZ,golden_st,0,1.7,,22.31,22.08,22.23,29.48
BUYW,golden_st,0,0.4,,14.21,14.21,14.18,14.39
CGDV,golden_st,0,4.2,,44.1,44.07,42.6,45.39
CGGE,golden_st,0,0.9,,31.72,31.69,30.84,32.76
CGUS,golden_st,0,1.4,,40.02,39.95,39.2,41.67
CHAU,golden_st,0,0.1,,21.28,21.25,19.87,22.55
CpN,golden_st,0,0.1,,29.85,29.85,30.03,30.09
DFAU,golden_st,0,0.9,,46.67,46.62,45.59,48.48
DFUS,golden_st,0,1.6,,73.47,73.42,71.95,76.44
DGRO,golden_st,0,2.8,,71.34,71.29,69.11,72.5
DIVB,golden_st,0,0.1,,54.63,54.59,53.09,55.57
DON,golden_st,0,0.1,,53.59,53.56,52.69,54.49
DPST,golden_st,0,0.6,,106.21,106.08,104.59,112.91
EDGI,golden_st,0,0.2,,29.3,29.29,28.16,30.1539
EFG,golden_st,0,3.9,,116.15,116.12,114.08,120.055
EVUS,golden_st,0,0.1,,32.69,32.69,31.9,33.44
EWQ,golden_st,0,0.6,,44.82,44.79,43.97,46.06
FELC,golden_st,0,1.5,,37.63,37.6,36.88,39.18
FXE,golden_st,0,0.3,,107.63,107.62,106.8,108.73
GGLL,golden_st,0,0.9,,92.25,91.82,79.68,105.61
GRNY,golden_st,0,2.5,,24.77,24.72,24.14,25.91
IJJ,golden_st,0,0.2,,135.67,135.5,132.49,138.92
ITOT,golden_st,0,6.5,,147.53,147.4,144.57,153.59
IUSG,golden_st,0,1.2,,163.41,163.1,160.44,173.19
IVV,golden_st,0,10.8,,677.04,676.75,663.94,704.74
IVW,golden_st,0,5.3,,119.26,119.09,117.31,126.58
IWB,golden_st,0,2.1,,369.36,369.23,362.49,384.24
IWV,golden_st,0,0.3,,383.76,383.46,376.03,399.4
IYT,golden_st,0,1.1,,76.88,76.82,74.34,80.34
IYW,golden_st,0,2.3,,192.64,191.91,188.38,206.56
JPEF,golden_st,0,0.1,,74.09,74.08,73.2,76.7869
KBWY,golden_st,0,0.1,,15.88,15.87,16.01,16.47
KLMN,golden_st,0,3.9,,27.7,27.69,27.17,28.8359
KOLD,golden_st,0,6.3,,23.43,23.38,28.37,25.5
LRGC,golden_st,0,0.1,,76.34,76.25,75.36,79.53
LRGF,golden_st,0,0.3,,68.17,68.15,67.41,70.9
MFSV,golden_st,0,0.2,,27.18,27.16,26.47,27.55
NFLY,golden_st,0,0.2,,11.2,11.19,13.39,11.63
NULG,golden_st,0,0.2,,95.32,95.14,95.23,100.89
ONEQ,golden_st,0,0.4,,89.25,89.03,87.26,94.82
PBUS,golden_st,0,0.3,,67.52,67.52,66.34,70.28
QLD,golden_st,0,6.2,,67.17,67.06,65.82,74.8
QQQ,golden_st,0,63.8,,605.44,603.62,590.86,640.47
QQQM,golden_st,0,3.9,,249.28,248.53,243.26,263.69
QTEC,golden_st,0,0.2,,227.44,226.56,223.01,243.95
RING,golden_st,0,0.6,,82.47,82.46,70.26,84.18
ROBO,golden_st,0,0.2,,72.77,72.54,68.63,77.12
RPV,golden_st,0,0.2,,108.01,107.94,103.12,109.25
SCHB,golden_st,0,12.2,,26.02,26.01,25.51,27.09
SCHK,golden_st,0,2.0,,32.47,32.46,31.86,33.79
SCHX,golden_st,0,25.6,,26.57,26.57,26.11,27.65
SPTM,golden_st,0,1.3,,81.92,81.87,80.23,85.18
SPY,golden_st,0,88.8,,674.03,673.79,660.96,701.66
SPYG,golden_st,0,5.8,,103.25,103.11,101.59,109.59
TBLL,golden_st,0,0.5,,105.64,105.64,105.65,105.725
TDIV,golden_st,0,0.1,,97.2,96.99,94.74,103.32
TECL,golden_st,0,1.7,,104.45,104.29,107.11,127.94
THRO,golden_st,0,1.5,,37.81,37.77,37.33,39.48
TSPA,golden_st,0,0.3,,42.49,42.41,41.58,44.35
URA,golden_st,0,3.5,,50.91,50.77,46.6,55.27
USMC,golden_st,0,0.1,,66.5,66.46,65.91,69.18
VO,golden_st,0,0.8,,295.39,295.24,290.71,302.76
VONE,golden_st,0,0.1,,305.57,305.53,299.96,317.74
VOO,golden_st,0,11.6,,619.82,619.7,607.86,644.86
VOOG,golden_st,0,0.3,,430.07,429.51,423.16,456.37
VTI,golden_st,0,5.4,,332.62,332.45,325.97,346.03
WGMI,golden_st,0,0.5,,41.03,40.77,38.85,46.58
XAR,golden_st,0,0.2,,268.0,267.89,244.77,272.63
SDS,death_st,0,4.7,,70.44,70.64,74.65,64.72
SH,death_st,0,16.0,,36.69,36.72,37.57,35.2
SJB,death_st,0,0.6,,15.4,15.4,15.51,15.3
SPDN,death_st,0,104.3,,9.62,9.62,9.81,9.24
SPXS,death_st,0,20.2,,36.71,36.92,40.35,32.19
SPXU,death_st,0,9.5,,51.45,51.77,57.17,45.14
WEBS,death_st,0,0.1,,25.68,25.79,24.43,20.7536
FLGpA,golden_st,0,0.1,,22.15,22.15,22.11,22.94
NVDL,golden_st,0,8.5,,81.58,81.42,80.81,93.17
AVGG,golden,0,0.2,,25.81,24.75,24.67,33.14
AVGX,golden,0,0.7,,44.45,42.66,42.23,57.02
FELG,golden,0,1.0,,39.19,39.33,39.3,41.34
GPIQ,golden,0,1.0,,51.23,51.31,51.25,53.47
ISPY,golden,0,0.1,,44.45,44.69,44.67,45.82
IVES,golden,0,0.5,,30.0,30.2,30.16,32.34
MAGS,golden,0,4.3,,60.91,61.35,61.3,65.31
TQQQ,golden,0,108.6,,48.29,48.42,48.18,56.43
AGG,death,0,11.6,,99.43,99.68,99.68,99.48
