symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
BN,golden,0,5.8,100.9,44.21,43.66,43.64,True,False,45.23,False,False,,success
URI,golden,0,0.6,60.1,865.8,831.58,828.63,True,False,949.23,False,False,,success
IR,death,0,3.5,31.3,82.6,84.18,84.28,False,True,77.99,False,False,,success
PPG,death,0,2.2,24.2,108.87,109.5,109.51,False,True,107.51,False,False,,success
WSM,death,0,1.2,21.6,188.64,190.7,191.0,False,True,179.99,False,False,,success
DLTR,death,0,3.3,19.2,101.91,107.75,108.05,False,True,94.67,False,False,,success
GMAB,death,0,1.6,16.3,27.2,27.86,27.88,False,True,26.45,False,False,,success
GGG,death,0,1.2,13.3,83.51,85.46,85.61,False,True,79.19,False,False,,success
SNN,death,0,1.0,13.2,32.3,32.97,32.99,False,True,31.16,False,False,,success
SUZ,death,0,3.4,11.0,9.33,9.63,9.65,False,True,8.71,False,False,,success
AAPX,golden,0,0.1,,28.04,27.58,27.58,True,False,30.6,False,False,,success
MAGX,golden,0,0.1,,52.7,50.92,50.91,True,False,56.35,False,False,,success
FSMB,death,0,0.1,,20.0,20.04,20.04,False,True,19.97,False,False,,success
LGOV,death,0,0.2,,21.66,21.73,21.74,False,True,21.6,False,False,,success
SMB,death,0,0.1,,17.3,17.33,17.33,False,True,17.24,False,False,,success
WEBS,death,0,0.1,,22.21,23.85,23.86,False,True,19.62,False,False,,success
CARY,death,0,0.4,,20.88,20.89,20.9,False,True,20.81,False,False,,success
CLIP,death,0,0.3,,100.25,100.24,100.24,False,True,100.09,False,False,,success
JEPI,death,0,5.2,,57.3,57.48,57.5,False,True,56.82,False,False,,success
SHV,death,0,3.2,,110.28,110.26,110.26,False,True,110.09,False,False,,success
