symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BN,golden,0,5.8,100.9,44.21,43.66,43.64,45.23
URI,golden,0,0.6,60.1,865.8,831.58,828.63,949.23
IR,death,0,3.5,31.3,82.6,84.18,84.28,77.99
PPG,death,0,2.2,24.2,108.87,109.5,109.51,107.51
WSM,death,0,1.2,21.6,188.64,190.7,191.0,179.99
DLTR,death,0,3.3,19.2,101.91,107.75,108.05,94.67
GMAB,death,0,1.6,16.3,27.2,27.86,27.88,26.45
GGG,death,0,1.2,13.3,83.51,85.46,85.61,79.19
SNN,death,0,1.0,13.2,32.3,32.97,32.99,31.16
SUZ,death,0,3.4,11.0,9.33,9.63,9.65,8.71
AAPX,golden,0,0.1,,28.04,27.58,27.58,30.6
MAGX,golden,0,0.1,,52.7,50.92,50.91,56.35
FSMB,death,0,0.1,,20.0,20.04,20.04,19.97
LGOV,death,0,0.2,,21.66,21.73,21.74,21.6
SMB,death,0,0.1,,17.3,17.33,17.33,17.24
WEBS,death,0,0.1,,22.21,23.85,23.86,19.62
CARY,death,0,0.4,,20.88,20.89,20.9,20.81
CLIP,death,0,0.3,,100.25,100.24,100.24,100.09
JEPI,death,0,5.2,,57.3,57.48,57.5,56.82
SHV,death,0,3.2,,110.28,110.26,110.26,110.09
