symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COST,death,0,2.7,422.7,954.62,972.98,973.39,912.97
AZN,death_st,0,2.2,293.5,185.42,185.81,181.56,178.49
MDLZ,death_st,0,9.6,76.4,60.31,60.41,60.07,58.3
LNG,golden_st,0,2.3,54.7,244.31,244.13,237.15,261.29
ALNY,golden_st,0,1.4,43.2,302.07,302.04,332.43,312.79
CBRE,golden_st,0,2.4,41.0,136.8,136.76,143.74,141.06
NWS,golden_st,0,2.0,16.4,29.66,29.61,29.8,31.13
BXP,golden,0,1.5,10.6,66.03,63.35,63.32,66.93
MTG,golden,0,1.9,5.9,27.31,26.84,26.82,28.19
AAAU,death,0,1.8,,41.08,42.72,42.76,40.64
EWH,death,0,3.1,,21.45,22.14,22.16,21.21
GLD,death,0,7.8,,382.39,397.69,398.27,378.18
GLDM,death,0,4.6,,82.44,85.73,85.79,81.54
IAU,death,0,7.3,,78.36,81.49,81.58,77.51
IAUM,death,0,2.5,,41.52,43.17,43.2,41.07
SGOL,death,0,2.8,,39.67,41.26,41.3,39.23
