symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
UNH,death_st,0,5.1,345.4,403.41,403.76,371.94,390.11
BN,death,1,4.2,94.1,43.07,43.42,43.51,41.69
DEO,golden,0,1.2,51.6,91.28,87.68,87.55,94.62
EXC,death,0,7.5,46.7,45.51,45.91,45.96,43.78
ATO,death,2,1.1,28.9,171.51,173.46,173.8,166.85
FE,death_st,5,4.4,27.3,47.49,47.69,46.98,45.96
VLTO,golden,4,1.6,24.2,96.63,93.74,93.07,98.77
DOW,golden,1,9.5,22.9,30.92,31.23,31.18,32.35
SSNC,golden,0,1.8,19.3,78.71,74.54,74.32,82.95
KIM,death_st,4,4.2,16.3,24.64,24.78,23.39,24.02
COO,golden,4,1.9,15.0,74.68,72.26,71.71,76.22
PSKY,golden_st,0,11.5,11.5,9.59,9.55,10.89,10.35
AR,golden,0,4.3,11.4,36.35,35.86,35.8,37.94
TTEK,golden,5,2.9,9.4,34.82,32.87,32.31,37.0
PPLT,golden_st,0,2.3,,15.77,15.72,16.18,17.02
