symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
V,golden,0,9.1,679.4,337.87,329.48,329.09,352.2
BA,golden_st,0,6.3,184.9,222.45,222.0,218.16,231.68
HDB,golden_st,0,9.3,140.7,25.43,25.41,29.27,27.13
ITW,golden,2,1.4,78.9,264.82,261.76,261.05,271.09
DB,golden,3,2.9,70.9,34.35,33.42,33.11,36.64
O,golden_st,0,6.6,58.9,62.25,62.15,61.12,64.01
LHX,death,0,1.4,56.1,298.79,308.26,308.54,295.4
OKE,golden_st,0,3.9,55.1,88.04,87.92,84.11,90.67
SYY,golden,3,3.6,40.3,80.9,78.78,78.07,84.62
HIG,golden_st,0,1.9,37.7,133.15,133.05,132.71,139.64
ROP,golden_st,0,1.2,36.8,342.38,341.38,393.63,363.76
PHG,golden,2,1.1,27.4,27.05,26.78,26.66,28.23
OMC,golden_st,0,4.6,22.8,75.71,75.49,76.36,80.84
GIS,golden_st,0,11.3,19.3,35.27,35.23,41.22,37.1
GMAB,golden_st,0,1.6,17.2,26.64,26.55,27.36,29.18
WY,death_st,0,5.8,16.9,24.21,24.24,24.66,23.29
NWSA,golden_st,0,6.2,14.5,25.94,25.89,26.11,26.92
HTHT,death,4,2.4,12.9,43.12,45.16,45.64,42.14
RDY,golden,0,2.2,12.0,14.12,13.82,13.82,14.63
ADC,golden_st,1,1.2,9.3,75.83,75.62,75.14,78.4
RRC,death,0,3.2,8.8,37.77,39.07,39.09,37.85
CMC,death_st,3,1.4,6.9,68.55,70.05,66.77,61.58
ARKX,death_st,0,1.8,,33.71,33.71,31.07,32.6
IYZ,death_st,0,1.6,,42.0,42.09,38.12,40.53
TMF,death_st,1,3.1,,35.21,35.33,37.2,33.52
PPLT,death,3,2.6,,15.28,16.37,16.55,14.84
