symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
HD,death_st,1,3.8,327.1,335.54,336.5,344.27,319.77
AXP,death_st,0,2.7,223.0,336.25,336.86,330.23,324.19
JCI,death_st,0,3.3,83.7,144.45,144.52,134.01,139.25
SPG,death_st,0,1.3,68.7,219.02,219.36,203.45,211.87
COR,golden,0,1.3,61.8,319.54,311.11,310.87,330.97
TFC,death_st,0,6.2,60.6,51.0,51.02,48.95,49.44
CTVA,golden_st,0,4.8,56.5,81.9,81.64,77.76,87.73
FERG,death_st,0,3.4,43.4,236.25,237.17,234.83,218.91
TTWO,death_st,0,2.5,41.1,235.17,236.21,230.21,216.68
BIP,death_st,0,1.0,17.4,38.8,38.81,37.02,37.11
WY,death,4,5.1,16.8,24.18,24.27,24.37,23.38
VNOM,golden_st,1,1.6,16.1,43.93,43.83,43.24,45.39
MLI,death_st,1,1.2,13.8,63.92,64.1,60.37,61.04
BWA,death_st,0,2.1,13.1,65.54,65.56,58.11,63.54
MAC,death_st,0,3.4,6.7,24.38,24.43,21.79,23.52
FNB,death_st,0,3.9,6.5,18.65,18.67,17.65,17.87
MGY,golden_st,1,4.8,6.4,26.57,26.5,26.26,27.67
OZK,death_st,3,1.1,5.4,50.06,50.29,48.78,48.38
ITB,death_st,1,1.8,,96.93,97.25,97.74,92.36
XLI,death_st,0,6.4,,180.03,180.11,170.65,172.73
TAN,death,2,1.2,,49.97,52.63,53.1,46.86
