symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
BBVA,death_st,0,2.4,118.8,23.3,23.36,20.03,False,False,22.05,False,True,0.0,success
IBN,death_st,0,5.9,105.9,30.44,30.48,30.98,False,False,29.55,False,True,0.0,success
CVS,golden_st,0,10.0,102.4,78.27,78.15,73.95,False,False,80.57,True,False,0.0,success
BCS,death_st,0,7.6,79.5,25.13,25.13,21.87,False,False,23.34,False,True,0.0,success
DEO,death_st,0,2.1,46.8,91.69,92.13,98.41,False,False,82.26,False,True,0.0,success
DAL,death_st,0,8.5,42.2,68.1,68.16,62.42,False,False,63.83,False,True,0.0,success
CCI,golden_st,0,3.9,39.4,87.89,87.87,93.13,False,False,91.15,True,False,0.0,success
PUK,death_st,0,1.1,37.1,30.91,30.96,27.75,False,False,29.92,False,True,0.0,success
UAL,death_st,0,6.2,33.2,109.02,109.03,100.35,False,False,100.48,False,True,0.0,success
ONC,death_st,0,0.3,32.9,335.65,336.54,309.83,False,False,299.02,False,True,0.0,success
GPN,golden_st,0,4.0,21.7,76.27,76.24,81.4,False,False,77.57,True,False,0.0,success
GFL,golden_st,0,1.6,16.2,43.57,43.53,45.04,False,False,44.77,True,False,0.0,success
FMS,death_st,0,0.7,13.1,23.49,23.51,24.31,False,False,23.03,False,True,0.0,success
UHS,death_st,0,0.8,12.5,216.3,216.46,207.22,False,False,202.31,False,True,0.0,success
EHC,golden_st,0,1.4,10.8,106.27,106.12,110.18,False,False,108.95,True,False,0.0,success
BILI,death_st,0,2.2,10.8,29.51,29.51,26.28,False,False,27.5,False,True,0.0,success
EXEL,death_st,0,3.0,10.6,43.22,43.24,41.09,False,False,41.69,False,True,0.0,success
WAL,death_st,0,1.4,8.7,87.79,87.97,84.28,False,False,81.56,False,True,0.0,success
NICE,golden_st,0,1.0,7.6,114.12,113.7,130.38,False,False,126.86,True,False,0.0,success
PDI,death_st,0,3.1,7.5,18.29,18.29,18.63,False,False,17.91,False,True,0.0,success
FBIN,death_st,0,3.0,6.2,54.95,55.09,56.11,False,False,50.84,False,True,0.0,success
CHE,death_st,0,0.2,5.8,442.27,443.73,466.83,False,False,410.99,False,True,0.0,success
LTH,death_st,0,2.7,5.8,27.87,27.89,27.62,False,False,26.26,False,True,0.0,success
HOMB,death_st,0,1.4,5.5,28.69,28.71,28.44,False,False,28.02,False,True,0.0,success
CZR,golden_st,0,7.4,5.1,22.49,22.4,25.02,False,False,25.56,True,False,0.0,success
DBA,golden_st,0,0.3,,25.93,25.92,26.24,False,False,26.12,True,False,0.0,success
BIL,death_st,0,9.2,,91.5,91.51,91.55,False,False,91.41,False,True,0.0,success
BILS,death_st,0,0.5,,99.31,99.32,99.32,False,True,99.195,False,True,0.0,success
FLXR,death_st,0,0.4,,39.66,39.67,39.55,False,False,39.49,False,True,0.0,success
FTHI,death_st,0,0.8,,23.76,23.76,23.46,False,False,23.66,False,True,0.0,success
GBIL,death_st,0,0.9,,100.07,100.07,100.06,False,False,99.95,False,True,0.0,success
GLIN,death_st,0,0.2,,45.94,45.95,46.07,False,False,44.6,False,True,0.0,success
GSpD,death_st,0,0.1,,19.98,19.98,20.62,False,False,19.87,False,True,0.0,success
HYDB,death_st,0,0.2,,47.47,47.48,47.37,False,False,47.22,False,True,0.0,success
JPST,death_st,0,6.8,,50.68,50.68,50.64,False,False,50.58,False,True,0.0,success
PAAA,death_st,0,3.0,,51.39,51.39,51.35,False,False,51.21,False,True,0.0,success
PGHY,death_st,0,0.1,,19.96,19.96,19.93,False,False,19.92,False,True,0.0,success
PULS,death_st,0,2.9,,49.7,49.7,49.7,False,False,49.59,False,True,0.0,success
QLTY,death_st,0,0.7,,38.66,38.68,36.72,False,False,38.2,False,True,0.0,success
SHV,death_st,0,2.9,,110.25,110.26,110.27,False,False,110.11,False,True,0.0,success
TUA,death_st,0,0.4,,21.86,21.86,21.87,False,False,21.69,False,True,0.0,success
ULST,death_st,0,0.1,,40.57,40.57,40.58,False,False,40.497,False,True,0.0,success
VNLA,death_st,0,0.5,,49.22,49.22,49.17,False,False,49.1,False,True,0.0,success
ESS,golden_st,0,0.6,16.5,255.89,255.89,264.33,False,False,256.07,True,False,0.0,success
FTGS,golden_st,0,0.2,,35.74,35.72,34.88,False,False,36.0344,True,False,0.0,success
QQQE,golden_st,0,0.3,,103.27,103.25,100.33,False,False,103.78,True,False,0.0,success
LNG,golden,0,2.1,53.0,226.84,216.98,216.71,True,False,248.98,False,False,,success
EXR,golden,0,1.4,31.6,146.71,142.69,142.47,True,False,150.36,False,False,,success
WAT,death,0,1.4,30.6,333.74,352.67,352.95,False,True,319.04,False,False,,success
GGAL,death,0,1.3,7.0,47.71,49.44,49.47,False,True,44.03,False,False,,success
CHRD,golden,0,0.9,6.4,104.95,100.47,100.17,True,False,114.0,False,False,,success
BRKR,death,0,2.4,6.0,40.81,42.92,43.04,False,True,38.5,False,False,,success
HYS,death,0,0.2,,94.46,94.72,94.74,False,True,93.99,False,False,,success
JAAA,death,0,7.8,,50.63,50.65,50.65,False,True,50.46,False,False,,success
MSOS,death,0,6.1,,3.98,4.17,4.18,False,True,3.89,False,False,,success
PFFD,death,0,0.5,,19.3,19.29,19.29,False,True,19.12,False,False,,success
VOT,death,0,0.3,,276.49,278.66,278.69,False,True,277.0,False,False,,success
XHLF,death,0,0.5,,50.29,50.3,50.3,False,True,50.22,False,False,,success
