symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BX,golden_st,2,5.2,149.1,120.65,120.32,131.24,124.56
BTI,death_st,0,4.4,127.3,60.74,60.77,57.82,58.2
WM,golden,0,2.2,95.1,227.44,224.61,224.56,234.27
RJF,golden,1,1.5,32.5,160.41,156.42,156.04,167.43
FTI,golden_st,0,4.5,29.1,69.17,68.97,59.51,74.57
OMC,golden,0,4.5,23.5,77.73,76.49,76.48,80.75
FNF,golden_st,0,1.6,13.5,48.44,48.4,51.8,49.9
BXP,golden,3,1.4,10.7,66.33,63.79,63.41,67.72
DAR,golden_st,0,2.3,9.9,58.11,57.96,50.45,61.83
RRC,death,4,3.2,8.5,37.25,38.58,38.93,36.46
UGI,golden_st,0,1.6,7.8,35.25,35.21,35.72,36.3
OMF,golden,0,1.1,6.8,58.73,57.55,57.53,59.96
HOMB,golden,0,1.9,5.9,28.4,27.85,27.84,29.0
WH,death_st,1,1.4,5.8,81.1,81.53,81.67,77.63
HESM,golden_st,0,1.1,5.0,38.46,38.39,37.79,39.85
GLDM,death,3,4.3,,81.89,85.1,85.59,80.25
IAUM,death,3,2.4,,41.24,42.86,43.1,40.4
