symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
SCCO,death_st,1.9,126.1,181.26,181.45,145.46,159.59
REGN,death_st,0.7,77.5,758.33,758.78,700.44,736.53
ITW,death_st,1.4,74.3,272.37,272.59,262.29,262.75
AME,death_st,1.4,48.0,220.71,220.78,203.5,212.81
HLN,death_st,8.9,44.8,10.37,10.39,10.05,9.93
IX,death_st,0.5,32.4,31.44,31.52,27.87,29.81
TSN,death_st,3.2,20.5,61.31,61.38,58.67,59.7
CHRW,death_st,2.5,20.0,176.23,176.47,150.39,166.84
PAAS,death_st,8.6,19.7,56.45,56.62,45.01,49.14
RGLD,death_st,1.1,18.3,258.53,260.13,219.47,222.84
APG,death_st,3.0,17.0,41.94,41.96,37.54,41.46
TXT,death_st,1.7,15.5,92.82,92.91,86.78,89.03
PSLV,death_st,18.8,14.0,25.99,26.2,20.5,22.27
LECO,death_st,0.4,13.7,265.81,266.55,244.74,252.7
OSK,death_st,0.7,8.8,153.8,154.14,137.25,144.87
AGCO,death_st,0.8,7.9,121.11,121.35,112.03,114.11
STAG,death_st,1.4,7.0,38.13,38.18,37.32,36.98
TFPM,death_st,0.7,6.3,35.88,36.04,30.98,31.65
AVUV,death_st,1.1,,109.08,109.12,102.92,108.21
CGSM,death_st,0.3,,26.5,26.5,26.37,26.4
DFEN,death_st,0.3,,79.22,79.52,66.77,68.1
EEM,death_st,49.1,,58.46,58.51,54.27,57.31
EEMA,death_st,0.4,,99.67,99.76,92.79,97.62
EPU,death_st,0.2,,82.69,82.71,68.61,76.95
FEOE,death_st,0.3,,51.58,51.59,47.41,49.8
FLGB,death_st,0.3,,35.1,35.12,33.07,33.99
FNDX,death_st,7.6,,28.21,28.22,26.84,27.75
GDE,death_st,0.1,,67.57,67.77,59.53,60.18
HFXI,death_st,0.3,,34.25,34.28,32.19,33.33
IAUI,death_st,0.2,,59.99,60.05,55.87,53.29
IEMG,death_st,20.2,,71.78,71.84,66.91,70.46
IGLD,death_st,0.3,,26.86,27.01,24.97,24.02
IQDF,death_st,0.1,,32.09,32.1,29.88,31.36
MBS,death_st,0.1,,8.79,8.79,8.74,8.74
PMAR,death_st,0.1,,45.12,45.14,43.93,44.705
RPG,death_st,0.4,,48.52,48.55,46.89,47.95
RPV,death_st,0.2,,108.01,108.07,102.18,105.05
SETM,death_st,0.3,,33.81,33.95,27.93,31.17
SHNY,death_st,1.1,,17.05,17.21,13.06,11.74
SIL,death_st,3.1,,96.15,96.89,77.35,82.73
SIVR,death_st,3.4,,76.02,76.46,59.28,65.61
SLV,death_st,62.9,,72.38,72.81,56.47,62.47
TBLL,death_st,0.4,,105.66,105.66,105.66,105.47
VYM,death_st,1.8,,149.99,150.05,143.31,146.68
XSOE,death_st,0.2,,41.39,41.42,38.54,40.68
NFLU,golden_st,0.4,,29.98,29.96,39.51,30.34
BRK.B,death,4.8,1037.3,489.91,492.57,492.59,479.98
HEI.A,death,0.4,29.2,230.18,241.19,241.83,213.03
OMC,death,5.9,23.3,78.58,78.18,78.25,75.64
CRDO,death,7.7,19.1,111.94,121.12,121.34,105.1
FUTU,death,1.8,18.8,146.0,152.88,152.94,140.04
ALLY,death,4.0,11.9,38.76,40.26,40.29,39.22
TXRH,death,1.1,11.3,173.97,176.84,177.13,167.2
SF,death,1.7,11.0,73.52,77.21,77.24,72.18
CELH,death,6.2,10.7,44.59,46.64,46.73,39.65
ANGL,death,1.0,,29.04,29.27,29.29,28.67
ARKK,death,11.3,,72.07,73.96,73.99,70.92
FLCO,death,0.1,,21.53,21.63,21.64,21.3602
JPIB,death,0.3,,48.33,48.66,48.68,47.705
MCHI,death,4.6,,57.97,59.51,59.56,55.59
MFSG,death,0.1,,26.64,27.17,27.18,26.08
PCEF,death,0.1,,19.47,19.73,19.75,18.86
PPIE,death,0.2,,26.35,27.12,27.13,25.3105
QGRO,death,0.1,,108.4,110.23,110.29,106.93
SCHO,death,3.1,,24.3,24.34,24.34,24.24
SPBO,death,0.6,,29.18,29.33,29.33,28.93
SPYI,death,5.3,,51.02,51.71,51.76,49.71
VTC,death,0.1,,77.22,77.6,77.61,76.57
FFIV,golden,0.7,16.1,283.35,277.99,277.88,289.75
CNH,death,15.1,12.3,11.01,11.15,11.15,10.45
