event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2025-12-08,RBRK,golden,40.08,70.0,-29.92,SKIP,1
2025-12-08,WAY,death,30.99,70.0,-39.01,SKIP,2
2025-12-08,TRGP,golden,26.65,70.0,-43.35,SKIP,3
2025-12-08,KEX,golden,20.38,70.0,-49.62,SKIP,4
2025-12-08,SCI,death,18.98,70.0,-51.02,SKIP,5
2025-12-08,ABT,death,18.68,70.0,-51.32,SKIP,6
2025-12-08,VRSN,death,18.65,70.0,-51.35,SKIP,7
2025-12-08,SLF,death,14.47,70.0,-55.53,SKIP,8
2025-12-08,KOF,golden,13.44,70.0,-56.56,SKIP,9
2025-12-08,UBSI,golden,10.65,70.0,-59.35,SKIP,10
2025-12-08,BKLN,golden,7.28,70.0,-62.72,SKIP,11
