symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ABT,death_cross,0,6.2,217.5,,128.02,128.06,122.09
TRGP,golden_cross,0,1.6,38.8,,167.6,167.59,179.1
SLF,death_cross,0,0.5,32.6,,59.5,59.51,58.47
VRSN,death_cross,0,1.0,23.1,,255.3,255.36,250.95
KOF,golden_cross,0,0.1,19.0,,87.32,87.31,91.79
RBRK,golden_cross,0,3.2,17.0,,75.51,75.35,89.1
SCI,death_cross,0,1.0,10.6,,79.68,79.7,77.13
WAY,death_cross,0,2.0,6.6,,36.37,36.42,33.21
KEX,golden_cross,0,0.9,6.1,,102.85,102.65,112.08
UBSI,golden_cross,0,0.7,5.3,,36.85,36.82,38.0
BKLN,golden_cross,0,8.7,,,20.91,20.91,20.98
