symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
JPM,golden_st,1,8.1,802.0,304.14,303.97,299.63,306.74
VZ,golden_st,1,22.5,199.6,47.58,47.51,45.07,48.49
NEE,death_st,0,11.0,181.5,91.93,92.15,85.87,87.65
CB,golden_st,3,1.6,120.9,325.76,325.31,309.99,325.45
SNPS,golden,4,1.6,91.1,498.51,474.89,469.41,534.56
ADP,golden_st,3,3.0,88.7,214.07,212.77,241.75,218.35
HCA,death,0,1.4,84.0,423.64,450.76,451.89,392.42
MDLZ,golden,4,7.5,78.5,60.78,59.67,59.41,61.24
ITW,death,2,1.3,71.1,254.43,260.28,260.94,250.41
XEL,golden_st,2,5.1,49.6,80.07,79.96,77.47,80.78
FITB,golden_st,3,5.7,45.3,48.97,48.87,46.94,49.82
AIG,golden_st,3,4.6,39.4,76.97,76.85,77.84,77.19
AMRZ,death,1,2.8,30.1,52.08,54.11,54.19,51.45
KHC,golden_st,5,14.2,28.5,23.19,23.05,24.35,23.85
DXCM,golden_st,0,6.3,28.5,64.96,64.57,68.48,72.01
CNP,golden_st,1,5.2,27.6,42.53,42.5,40.43,42.93
EIX,golden_st,2,2.7,26.9,70.19,70.06,64.65,71.24
RF,golden_st,0,10.2,23.9,27.51,27.48,26.68,28.25
ESS,golden,0,0.5,17.5,268.27,261.64,261.18,277.25
RTO,death_st,0,0.9,15.2,32.43,32.47,29.89,31.58
LI,death_st,4,3.9,15.2,17.42,17.76,19.52,15.88
MAA,golden_st,3,0.9,15.0,128.85,128.5,134.08,130.54
WSO,death_st,0,0.5,14.9,403.52,404.21,401.72,382.1
YUMC,death,0,1.4,14.9,46.57,48.19,48.26,44.23
ARCC,death_st,3,5.7,13.6,18.78,18.8,19.79,18.82
DRS,golden_st,0,1.0,13.0,43.13,43.02,41.21,45.8
FIVE,death_st,4,1.0,12.6,221.07,221.32,189.31,221.07
AFG,golden,0,0.5,10.8,133.87,132.21,132.11,135.73
SCI,death,0,1.3,10.4,78.9,80.15,80.2,76.66
OC,golden_st,0,1.2,10.1,117.64,117.52,124.43,120.05
BAX,golden_st,0,7.5,9.7,18.11,18.04,20.58,19.38
DDS,death,4,0.1,9.2,557.88,574.39,576.54,576.75
CEF,death_st,4,0.6,8.8,48.54,48.77,44.31,47.7
EMN,golden_st,2,1.3,8.7,72.99,72.83,71.9,74.39
BOKF,golden_st,0,0.3,7.8,130.62,130.52,122.23,132.43
CRC,death_st,0,0.8,5.3,62.63,62.66,56.08,61.24
AUSF,golden_st,2,0.1,,48.91,48.83,47.43,49.41
DIVO,golden_st,2,0.9,,45.66,45.6,44.89,46.07
JETS,golden_st,0,4.4,,26.41,26.35,26.21,28.26
KIE,golden_st,3,1.2,,57.08,56.98,57.61,57.24
SDY,golden_st,1,0.2,,148.3,148.13,144.5,150.16
USDU,golden_st,4,0.3,,26.06,26.03,26.22,26.13
XAR,golden_st,0,0.2,,265.96,265.76,249.31,276.56
FPE,death_st,5,1.1,,18.03,18.06,18.09,17.97
FXE,death_st,2,0.2,,107.69,107.77,107.01,107.35
HIMU,death_st,5,0.4,,48.49,48.55,48.73,48.59
HYD,death_st,4,0.7,,50.84,50.87,50.82,51.02
ILF,death_st,2,3.1,,35.59,35.64,32.47,35.36
KSA,death_st,5,0.4,,38.73,38.78,38.76,38.68
MLN,death_st,5,0.3,,17.49,17.53,17.48,17.465
SCHP,death_st,3,4.0,,26.72,26.74,26.7,26.72
TDTF,death_st,3,0.2,,24.16,24.18,24.12,24.105
TIP,death_st,4,1.9,,110.85,110.94,110.6,110.82
TIPX,death_st,4,0.4,,19.19,19.21,19.17,19.165
FDN,golden,3,0.6,,266.56,259.99,258.72,273.82
SKYY,golden,1,0.3,,126.76,121.99,121.6,133.62
FAZ,death,2,0.6,,44.87,45.36,45.46,44.05
FSEC,death,4,0.3,,43.84,43.98,44.02,43.87
IBND,death,4,0.1,,31.51,31.59,31.62,31.59
IGOV,death,5,0.6,,41.58,41.65,41.7,41.68
JMTG,death,5,0.5,,50.59,50.81,50.9,50.51
JMUB,death,4,0.9,,50.17,50.3,50.35,50.23
MBB,death,3,2.0,,94.26,94.66,94.74,94.33
SCMB,death,3,1.2,,25.55,25.63,25.64,25.58
SPIP,death,4,0.3,,26.0,26.05,26.08,25.98
SPMB,death,3,1.3,,22.22,22.31,22.33,22.24
TFI,death,4,0.4,,45.36,45.49,45.52,45.4
UAE,death,4,0.4,,19.09,19.24,19.28,18.96
VIXM,death,2,0.3,,15.84,15.94,15.96,15.555
