symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GE,death_st,0,3.5,343.5,349.52,349.96,321.34,329.5
MDT,golden,0,7.6,117.8,90.35,87.45,87.37,92.18
AON,death_st,0,1.2,69.2,347.58,347.97,341.72,330.88
DHI,death,0,2.1,39.5,146.98,148.38,148.53,142.26
HAL,golden_st,0,11.1,30.7,35.03,34.94,33.77,37.63
CNP,death,0,6.2,26.0,40.16,41.26,41.29,39.51
RCI,golden,0,1.2,19.7,36.0,35.53,35.53,36.65
ARCC,golden,0,4.2,14.3,19.77,19.41,19.4,20.02
RPM,death_st,0,1.4,13.0,107.9,108.15,107.51,103.23
CUBE,death_st,2,2.2,8.9,40.62,40.78,39.92,39.46
AOS,death_st,0,1.5,7.9,61.24,61.24,63.76,59.26
EWZ,golden_st,0,22.3,,35.58,35.51,34.96,38.09
ILF,golden_st,2,2.8,,34.69,34.56,33.44,36.22
