symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
RIO,golden_st,0,3.4,144.4,89.65,89.59,77.93,False,False,93.29,True,False,0.0,success
VALE,golden_st,0,31.3,64.5,15.29,15.28,13.13,False,False,15.91,True,False,0.0,success
O,death_st,0,6.5,57.0,62.5,62.56,59.93,False,False,61.18,False,True,0.0,success
EA,golden_st,0,2.4,50.7,201.35,201.22,189.25,False,False,203.87,True,False,0.0,success
CHTR,death_st,0,1.6,27.5,219.64,219.79,253.22,False,False,215.88,False,True,0.0,success
DOV,death_st,0,1.2,27.3,211.9,211.93,197.43,False,False,208.45,False,True,0.0,success
L,death_st,0,0.7,21.8,107.22,107.24,101.52,False,False,106.74,False,True,0.0,success
YUMC,death_st,0,1.9,17.0,51.66,51.73,48.73,False,False,48.78,False,True,0.0,success
SMMT,golden_st,0,2.4,13.2,16.42,16.33,18.52,False,False,18.96,True,False,0.0,success
OHI,death_st,0,1.9,13.0,45.77,45.8,43.26,False,False,43.82,False,True,0.0,success
EGP,death_st,0,0.4,9.8,186.61,186.67,179.43,False,False,185.09,False,True,0.0,success
EMN,golden_st,0,1.7,8.3,71.6,71.35,71.68,False,False,76.32,True,False,0.0,success
LBRDK,death_st,0,1.0,7.4,51.12,51.14,58.6,False,False,50.3,False,True,0.0,success
PRMB,death_st,0,5.9,6.7,19.41,19.44,21.63,False,False,18.83,False,True,0.0,success
EPRT,death_st,0,2.4,6.5,31.86,31.92,31.38,False,False,30.36,False,True,0.0,success
NXST,death_st,0,0.4,5.6,221.45,223.51,204.53,False,False,180.83,False,True,0.0,success
FCN,golden_st,0,0.5,5.3,169.05,168.69,169.31,False,False,176.77,True,False,0.0,success
IBTG,golden_st,0,0.5,,22.89,22.89,22.89,False,False,22.915,True,False,0.0,success
KSA,golden_st,0,1.2,,38.16,38.15,38.58,False,False,39.75,True,False,0.0,success
NFLU,golden_st,0,0.3,,30.11,30.01,39.09,False,False,32.07,True,False,0.0,success
SHLD,death_st,0,2.3,,73.37,73.38,66.5,False,False,70.84,False,True,0.0,success
SHMDW,death_st,0,0.1,,2.09,2.12,1.33,False,False,1.59,False,True,0.0,success
TBIL,death_st,0,2.8,,49.93,49.93,49.93,False,False,49.86,False,True,0.0,success
AOS,death,0,1.4,8.8,67.58,70.02,70.02,False,True,65.94,False,False,,success
SARO,death,0,4.4,8.4,27.12,28.4,28.47,False,True,25.83,False,False,,success
ALKS,golden,0,2.7,5.0,29.75,30.19,30.09,True,False,35.36,False,False,,success
CLIP,golden,0,0.3,,100.27,100.25,100.25,True,False,100.36,False,False,,success
HPEpC,golden,0,0.1,,62.35,61.85,61.79,True,False,64.51,False,False,,success
EBND,death,0,0.6,,20.85,21.15,21.15,False,True,20.64,False,False,,success
EVSD,death,0,0.2,,51.15,51.31,51.31,False,True,50.94,False,False,,success
FBND,death,0,3.0,,45.82,46.03,46.04,False,True,45.62,False,False,,success
FELG,death,0,1.0,,38.2,39.23,39.25,False,True,37.49,False,False,,success
FLDR,death,0,0.3,,50.18,50.23,50.24,False,True,50.05,False,False,,success
HYMB,death,0,1.3,,24.9,25.02,25.02,False,True,24.8,False,False,,success
PAAA,death,0,2.4,,51.32,51.34,51.34,False,True,51.18,False,False,,success
SVXY,death,0,3.4,,47.33,49.65,49.77,False,True,45.8,False,False,,success
TBUX,death,0,0.2,,49.81,49.85,49.86,False,True,49.75,False,False,,success
TQQQ,death,0,111.3,,44.78,47.88,47.97,False,True,41.68,False,False,,success
USTB,death,0,0.2,,50.69,50.8,50.8,False,True,50.58,False,False,,success
UYLD,death,0,0.2,,51.19,51.21,51.21,False,True,51.035,False,False,,success
VPLS,death,0,0.2,,77.66,78.04,78.04,False,True,77.5889,False,False,,success
BSCS,death,0,0.8,,20.45,20.51,20.51,False,True,20.423,False,False,,success
DPST,death,0,0.7,,96.15,103.45,103.66,False,True,96.65,False,False,,success
