symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
SNY,golden_st,0,3.2,107.8,43.91,43.8,45.59,45.83
BN,death,0,4.2,94.0,43.39,43.58,43.58,42.15
AJG,golden,1,1.3,63.7,250.95,242.9,242.3,257.45
SRE,death,0,3.4,57.0,87.49,89.52,89.53,85.59
HSY,golden_st,0,1.6,36.9,181.4,181.24,187.02,188.79
NTR,golden_st,1,2.4,33.1,67.78,67.6,66.64,70.5
AWK,golden,3,2.2,27.1,135.08,133.06,132.69,138.71
PHG,golden_st,4,1.2,26.5,26.84,26.74,26.55,27.62
FIS,death_st,0,6.1,21.1,42.41,42.44,49.89,40.66
NI,death,0,5.6,20.2,43.47,44.9,44.91,41.63
RCI,golden_st,0,1.4,19.4,35.09,35.03,35.4,36.53
ZTO,death_st,1,1.8,17.6,23.3,23.42,22.7,21.51
RRC,golden,5,2.9,9.3,39.32,38.99,38.82,40.32
UGI,golden,0,1.9,8.2,36.01,35.78,35.72,38.55
GBCI,death_st,1,1.1,6.4,49.61,49.71,47.76,47.95
MGY,golden,1,5.8,6.4,25.95,26.25,26.2,27.49
DOX,golden_st,1,1.3,6.1,56.72,56.47,65.49,60.21
