symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COP,golden_st,0,7.3,139.0,114.26,114.2,109.83,118.06
MCK,golden,0,1.1,104.1,825.26,807.75,807.27,888.56
CNQ,golden_st,0,9.5,92.2,43.98,43.9,40.99,46.45
AMX,death_st,0,1.5,77.2,25.93,25.98,23.95,24.87
SRE,death_st,1,3.6,59.2,92.09,92.33,90.33,88.82
FERG,death,5,1.3,45.0,230.51,232.61,233.07,226.2
AS,golden_st,0,3.8,20.9,34.97,34.93,35.01,36.06
SNN,golden_st,0,1.7,13.7,30.77,30.72,31.91,32.66
HAS,golden_st,0,2.4,13.6,86.21,86.05,85.49,95.17
BAX,golden,2,6.2,12.6,22.46,21.22,20.98,24.77
CLX,golden_st,0,2.4,12.1,96.54,96.46,105.32,99.63
ZWS,golden_st,0,1.1,8.2,48.56,48.51,47.02,51.55
BIPC,golden_st,1,1.0,5.2,40.76,40.53,41.74,43.23
IHI,golden_st,0,3.2,,50.88,50.84,54.72,53.3
CGGO,death_st,0,1.3,,39.79,39.79,37.07,38.03
CGGR,death_st,1,2.7,,45.51,45.66,44.05,43.79
MGK,death_st,0,1.5,,86.36,86.41,82.16,83.11
QQQ,death_st,0,41.9,,699.54,701.03,648.66,661.73
QQQM,death_st,0,3.4,,288.03,288.63,267.07,272.51
QYLD,death_st,3,5.1,,17.83,17.92,17.66,17.22
SPEM,death_st,4,2.1,,50.81,51.04,49.09,49.4
VUG,death_st,0,7.9,,84.95,85.01,81.13,82.07
VWO,death_st,3,8.4,,58.53,58.74,56.5,56.92
XLG,death_st,3,1.7,,60.65,60.94,58.8,58.64
EWH,golden,0,3.0,,22.16,22.21,22.2,22.9
