symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
TD,death_st,0,2.4,152.5,94.12,94.16,84.68,False,False,91.55,False,True,0.0,success
SBUX,death_st,0,8.1,98.9,93.95,94.11,91.27,False,False,86.72,False,True,0.0,success
GD,death_st,0,1.3,93.8,351.44,352.0,333.64,False,False,340.79,False,True,0.0,success
ABNB,death_st,0,4.5,73.7,129.26,129.32,128.61,False,False,123.1,False,True,0.0,success
WBD,death_st,0,28.2,67.9,27.53,27.53,22.25,False,False,27.09,False,True,0.0,success
HLT,death_st,0,1.9,67.4,300.12,300.35,282.26,False,False,295.87,False,True,0.0,success
CNI,death_st,0,1.9,62.0,103.25,103.29,100.61,False,False,101.33,False,True,0.0,success
FTNT,death_st,0,6.3,57.9,81.27,81.37,85.12,False,False,79.05,False,True,0.0,success
MPWR,death_st,0,0.5,51.7,1079.59,1080.83,950.38,False,False,1002.34,False,True,0.0,success
SYY,death_st,0,3.8,39.2,82.59,82.93,79.44,False,False,69.3,False,True,0.0,success
VTRS,death_st,0,11.2,15.0,13.76,13.8,12.07,False,False,12.96,False,True,0.0,success
GLPI,death_st,0,2.5,12.4,46.46,46.5,46.28,False,False,43.95,False,True,0.0,success
ELS,death_st,0,2.1,12.0,65.02,65.08,63.81,False,False,62.52,False,True,0.0,success
AMKR,death_st,0,4.0,11.0,45.87,45.92,37.56,False,False,41.25,False,True,0.0,success
AHR,death_st,0,2.7,8.9,49.84,49.9,44.86,False,False,46.93,False,True,0.0,success
BPOP,death_st,0,0.5,8.4,132.65,132.76,122.75,False,False,130.66,False,True,0.0,success
CTRE,death_st,0,3.5,8.3,38.44,38.48,35.66,False,False,36.65,False,True,0.0,success
FLR,death_st,0,3.0,6.5,46.34,46.41,45.45,False,False,43.78,False,True,0.0,success
HR,death_st,0,3.5,5.9,17.64,17.68,17.34,False,False,16.81,False,True,0.0,success
GOLF,death_st,0,0.4,5.4,94.0,94.06,85.19,False,False,91.14,False,True,0.0,success
CAR,golden_st,0,1.1,5.2,114.03,113.47,124.64,False,False,135.56,True,False,0.0,success
ST,death_st,0,2.0,5.1,34.89,34.96,32.82,False,False,33.39,False,True,0.0,success
BILZ,golden_st,0,0.4,,100.87,100.87,100.93,False,False,100.965,True,False,0.0,success
EDZ,golden_st,0,0.3,,29.68,29.48,40.83,False,False,33.24,True,False,0.0,success
PLTD,golden_st,0,67.0,,7.51,7.49,8.76,False,False,8.01,True,False,0.0,success
AIRR,death_st,0,0.8,,111.51,111.62,100.59,False,False,105.91,False,True,0.0,success
ASMG,death_st,0,0.1,,34.29,34.44,26.79,False,False,28.75,False,True,0.0,success
DES,death_st,0,0.1,,35.82,35.85,34.56,False,False,35.4,False,True,0.0,success
DFLV,death_st,0,1.2,,35.76,35.79,33.99,False,False,35.06,False,True,0.0,success
EMXC,death_st,0,5.4,,79.55,79.66,72.45,False,False,75.54,False,True,0.0,success
EWA,death_st,0,6.2,,28.09,28.11,27.04,False,False,27.14,False,True,0.0,success
FDT,death_st,0,0.1,,87.9,87.99,79.31,False,False,83.9191,False,True,0.0,success
FNDF,death_st,0,2.0,,48.67,48.7,44.93,False,False,47.53,False,True,0.0,success
GRID,death_st,0,0.6,,165.73,165.82,153.61,False,False,157.58,False,True,0.0,success
ICVT,death_st,0,0.7,,102.96,103.06,98.82,False,False,99.15,False,True,0.0,success
IDEF,death_st,0,3.6,,34.22,34.33,31.64,False,False,31.4166,False,True,0.0,success
INCM,death_st,0,0.3,,28.89,28.89,28.13,False,False,28.69,False,True,0.0,success
KORU,death_st,0,1.3,,352.49,352.74,224.99,False,False,243.16,False,True,0.0,success
PPA,death_st,0,0.3,,172.01,172.51,157.83,False,False,160.11,False,True,0.0,success
SCHY,death_st,0,0.8,,31.57,31.6,29.54,False,False,31.06,False,True,0.0,success
SMH,death_st,0,9.9,,390.11,391.18,347.59,False,False,362.53,False,True,0.0,success
SOXQ,death_st,0,1.1,,61.0,61.17,54.34,False,False,56.22,False,True,0.0,success
SOXX,death_st,0,7.8,,335.58,335.97,297.0,False,False,309.79,False,True,0.0,success
TUR,death_st,0,0.5,,38.76,38.84,36.37,False,False,37.35,False,True,0.0,success
VLUE,death_st,0,1.5,,144.85,145.08,133.12,False,False,138.48,False,True,0.0,success
XBIL,death_st,0,0.1,,50.11,50.11,50.11,False,True,50.025,False,True,0.0,success
ZMAR,death_st,0,0.1,,27.59,27.6,27.18,False,False,27.4,False,True,0.0,success
BCPC,golden_st,0,0.2,5.3,169.14,169.12,163.58,False,False,170.44,True,False,0.0,success
PLTR,death,0,49.0,342.2,149.27,152.29,152.64,False,True,137.55,False,False,,success
DB,death,0,3.8,55.0,30.59,33.17,33.23,False,True,28.39,False,False,,success
CNA,death,0,0.5,12.1,46.42,47.02,47.05,False,True,45.62,False,False,,success
SMST,golden,0,0.3,,60.49,65.44,65.35,True,False,69.61,False,False,,success
AAPB,death,0,0.1,,27.39,28.71,28.72,False,True,25.65,False,False,,success
BSCS,death,0,0.8,,20.45,20.51,20.52,False,True,20.38,False,False,,success
DPST,death,0,0.7,,96.1,103.73,103.75,False,True,90.12,False,False,,success
FIXD,death,0,0.3,,43.88,44.15,44.16,False,True,43.425,False,False,,success
FPE,death,0,1.6,,17.95,18.11,18.12,False,True,17.62,False,False,,success
FTHI,death,0,0.6,,23.1,23.38,23.4,False,True,22.45,False,False,,success
FXO,death,0,0.8,,56.62,58.12,58.2,False,True,54.93,False,False,,success
IWF,death,0,4.0,,435.46,447.27,447.58,False,True,410.91,False,False,,success
IWY,death,0,0.6,,254.09,261.03,261.09,False,True,239.9,False,False,,success
MGK,death,0,0.5,,376.04,386.59,386.78,False,True,353.49,False,False,,success
NVDL,death,0,10.1,,76.36,80.67,80.83,False,True,65.27,False,False,,success
QQA,death,0,0.1,,50.85,51.74,51.78,False,True,48.411,False,False,,success
SCHJ,death,0,0.2,,24.73,24.82,24.82,False,True,24.662,False,False,,success
TSL,death,0,1.2,,15.31,16.2,16.25,False,True,13.75,False,False,,success
VONG,death,0,4.0,,112.09,115.12,115.19,False,True,105.72,False,False,,success
VUG,death,0,1.8,,446.96,459.42,460.21,False,True,420.01,False,False,,success
XTEN,death,0,0.2,,46.01,46.27,46.29,False,True,45.78,False,False,,success
XYLD,death,0,1.5,,39.58,40.07,40.08,False,True,38.36,False,False,,success
BILS,golden,0,0.5,,99.33,99.32,99.32,True,False,99.42,False,False,,success
TBIL,death,0,2.8,,49.93,49.93,49.93,False,True,49.86,False,False,,success
