symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BA,death_st,0,5.9,166.3,221.63,221.8,218.54,211.08
AFL,death_st,0,2.0,59.3,120.64,120.69,115.48,116.18
TEL,death_st,0,2.5,58.6,207.73,207.88,208.8,201.41
EXC,death,5,7.4,45.7,45.3,45.79,46.01,44.31
HLN,golden,0,10.0,44.7,9.9,9.77,9.75,10.18
CBRE,golden,2,1.6,44.0,148.69,144.58,143.89,151.74
KMB,golden,2,3.3,37.0,109.59,108.02,107.82,111.02
AWK,golden,4,2.3,27.8,135.88,133.72,133.09,137.6
KEY,death_st,0,10.1,23.3,22.52,22.55,21.16,21.89
KT,golden_st,2,1.6,9.0,18.68,18.63,19.42,19.23
EMXC,golden_st,4,2.3,,95.89,95.47,86.88,98.35
