symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
E,death_st,0,0.4,72.8,52.81,53.01,45.72,48.95
BKR,death_st,0,7.8,59.6,63.07,63.28,56.68,58.41
NDAQ,death,0,3.5,47.1,87.96,88.49,88.6,82.24
HIG,death,0,1.8,35.5,130.25,132.4,132.51,128.25
HAL,death_st,0,11.7,30.3,39.03,39.12,33.73,34.93
SYF,golden_st,1,3.9,24.9,72.62,72.38,72.2,75.26
UTHR,death_st,4,0.5,23.4,552.29,554.0,495.87,536.59
PHM,golden_st,0,1.8,23.2,120.66,120.37,121.38,126.96
BG,death_st,0,1.8,22.5,123.19,123.4,110.23,112.58
AS,golden_st,0,4.8,20.4,35.21,35.14,35.18,36.83
NWS,death,4,1.7,16.1,29.98,29.79,29.87,28.75
OVV,death_st,0,3.6,15.1,56.4,56.58,49.77,52.41
PAC,golden,1,0.1,14.8,240.86,243.54,243.19,254.31
ALGN,golden_st,0,1.0,12.4,172.8,172.4,169.71,182.08
TXRH,golden_st,0,1.3,11.4,170.81,170.5,172.82,177.75
KYMR,golden_st,0,0.6,7.4,82.42,82.03,73.1,90.43
AXTA,golden,0,2.9,7.3,31.87,30.55,30.49,34.78
ICL,death_st,0,1.6,6.8,5.78,5.79,5.74,5.14
AROC,golden_st,0,1.8,6.2,35.88,35.85,31.84,36.97
ITB,golden_st,1,2.5,,94.89,94.6,98.19,99.25
UAE,golden_st,0,0.4,,19.26,19.23,19.27,20.35
CERY,death_st,0,0.1,,35.85,35.92,32.83,34.36
CRAK,death_st,0,0.1,,47.95,48.06,43.31,45.28
FXN,death_st,0,0.8,,21.37,21.42,19.38,20.17
IDV,death_st,0,1.0,,43.78,43.8,40.88,42.14
KGLD,death,4,0.1,,28.88,30.2,30.5,27.67
