symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
NRG,death,0,2.8,27.7,147.44,152.78,152.8,False,True,134.72,False,False,,success
LH,death,0,0.7,20.9,259.4,263.96,264.09,False,True,254.02,False,False,,success
LOGI,golden,0,1.1,14.9,100.82,97.82,97.75,True,False,100.95,False,False,,success
SMMT,death,0,4.3,14.6,19.27,18.93,18.95,False,True,18.14,False,False,,success
GAP,death,0,6.4,7.7,23.63,24.61,24.65,False,True,21.23,False,False,,success
RAL,golden,0,1.5,6.9,49.37,47.05,46.74,True,False,60.07,False,False,,success
GLXY,golden,0,5.6,5.9,28.19,25.7,25.53,True,False,32.04,False,False,,success
MTG,death,0,2.1,5.5,26.79,26.94,26.96,False,True,25.91,False,False,,success
QCML,golden,0,1.8,,22.4,18.3,18.21,True,False,25.71,False,False,,success
TSPY,golden,0,0.3,,25.17,24.82,24.82,True,False,25.83,False,False,,success
UNHG,golden,0,1.7,,18.11,15.82,15.68,True,False,21.46,False,False,,success
RSPH,death,0,0.1,,30.55,30.83,30.84,False,True,30.465,False,False,,success
