symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
RTX,golden_st,1,5.5,253.2,184.16,183.74,179.44,189.73
SNPS,death,1,2.3,87.0,464.32,468.84,469.6,446.07
EOG,death_st,3,4.0,70.6,134.32,134.89,126.72,129.73
TTWO,golden,0,3.2,44.3,231.87,225.25,225.03,249.98
SYY,golden,0,3.6,39.6,79.3,77.82,77.7,83.58
PRU,golden,0,1.9,37.6,106.26,103.8,103.78,107.93
ACGL,golden,0,2.5,34.1,93.68,93.68,93.6,97.06
IR,golden_st,0,4.4,31.8,77.16,77.13,80.77,81.99
TDY,golden_st,0,0.3,28.9,626.09,625.8,597.06,666.9
SBAC,death,3,0.9,19.5,192.05,198.2,200.45,176.46
WSO,golden_st,0,0.4,16.9,395.68,394.96,400.02,416.73
PNFP,golden,0,1.3,15.3,97.48,96.22,96.16,100.88
AGNC,golden_st,0,15.5,12.5,10.54,10.52,10.49,10.9
AHR,golden_st,0,3.9,10.5,49.04,49.02,46.83,52.15
DCI,golden_st,0,0.9,10.3,86.37,86.36,86.4,89.77
ORI,golden_st,0,1.5,10.0,39.49,39.45,40.21,40.92
SSB,golden,3,0.8,9.9,97.8,96.68,96.22,99.9
CBSH,golden,0,1.3,8.4,55.29,53.59,53.49,57.75
EMN,death,0,1.2,8.1,71.42,72.35,72.38,66.98
AXS,golden,4,0.7,8.0,102.97,101.23,100.28,107.44
KEX,death_st,2,0.6,7.3,140.06,140.58,127.41,135.97
ICL,death,5,1.4,6.5,5.41,5.6,5.7,4.98
BCPC,golden,5,0.2,5.5,165.49,165.08,164.31,168.95
OMAB,golden_st,1,0.1,5.4,107.78,107.45,107.66,113.09
DISV,death_st,1,0.3,,41.24,41.35,39.07,40.13
KIE,golden,0,1.3,,58.71,57.76,57.71,60.99
