symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BX,death_st,0,5.3,146.7,120.06,120.3,133.13,112.99
LMT,death,0,1.3,116.1,520.36,536.73,537.58,491.64
ECL,golden_st,1,1.9,75.6,264.32,263.44,267.5,276.29
AJG,golden_st,1,1.9,55.4,213.02,212.48,239.43,220.76
FANG,death_st,2,2.4,52.9,191.95,192.73,174.76,183.48
CVE,death_st,0,8.4,48.0,27.22,27.3,22.72,24.69
ERIC,death_st,0,10.6,37.7,12.05,12.08,10.79,11.16
HEI.A,golden,0,0.4,34.4,241.86,234.71,234.65,245.97
AEE,golden_st,0,1.8,30.9,109.54,109.46,106.41,113.32
EXPE,golden_st,0,1.6,29.4,235.45,234.37,232.47,262.15
ES,golden_st,1,2.9,26.7,69.52,69.32,68.68,71.71
L,golden_st,1,1.0,22.8,107.93,107.67,104.39,111.92
AMCR,golden_st,0,3.7,18.7,39.87,39.8,41.98,41.71
WMG,death,0,2.5,14.4,29.24,29.69,29.77,26.93
CSL,golden_st,0,0.4,14.3,350.44,349.06,351.84,378.53
RNR,golden_st,0,0.4,13.1,297.14,296.45,282.58,310.08
RDY,golden_st,0,2.3,11.9,13.57,13.51,13.76,14.66
CCK,golden_st,0,1.2,11.8,100.12,100.09,100.73,108.96
ZWS,golden_st,2,0.9,8.1,48.65,48.54,46.77,50.2
IDA,golden_st,0,0.6,8.0,142.4,142.15,135.93,147.27
AXS,golden,0,0.7,7.8,100.86,100.15,99.98,106.03
FSS,golden_st,0,0.5,7.2,113.59,113.21,112.2,121.68
NOV,death_st,0,4.3,6.7,19.89,19.95,18.0,18.35
PAYC,death_st,2,1.0,5.8,131.36,132.15,152.42,127.22
RUSHA,golden_st,0,0.5,5.4,69.58,69.46,64.26,72.23
PCTY,death_st,4,0.8,5.4,106.86,108.62,129.37,103.79
AX,golden_st,0,0.4,5.2,88.96,88.8,86.89,94.35
AMZD,golden_st,0,14.3,,9.27,9.26,9.97,9.63
EDV,golden_st,2,1.1,,64.33,64.14,65.52,66.31
GOVZ,golden_st,1,0.3,,36.3,36.21,37.18,37.51
ZROZ,golden_st,3,0.6,,63.4,63.16,64.77,65.57
BOTZ,death_st,0,1.1,,38.18,38.22,36.7,36.58
EWG,death_st,2,1.2,,41.91,42.07,41.64,40.55
MAGS,death_st,0,3.6,,65.95,66.12,63.61,62.68
SCHC,death_st,1,0.3,,49.36,49.46,47.27,47.78
TBT,death_st,0,0.6,,35.5,35.56,35.02,34.07
TMV,death_st,0,0.7,,38.01,38.11,37.18,35.83
XME,death_st,0,2.3,,117.6,117.87,107.24,107.22
XLC,death,0,6.3,,111.25,113.25,113.36,106.54
