symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ARM,death_cross,0,4.0,121.6,,141.62,141.75,113.51
BMY,golden_cross,0,14.9,109.0,,48.78,48.7,53.33
MO,death_cross,0,8.0,99.3,,59.91,59.91,58.39
AZO,death_cross,0,0.1,56.3,,3768.25,3769.64,3426.61
AIG,golden_cross,0,4.9,46.5,,79.43,79.29,86.19
CPNG,death_cross,0,12.5,41.5,,27.86,27.89,22.69
ACGL,golden_cross,0,2.1,34.8,,91.78,91.76,96.45
ZG,death_cross,0,0.8,16.3,,71.35,71.38,66.59
BBY,death_cross,0,4.4,15.0,,75.71,75.76,71.76
CLH,golden_cross,0,0.6,12.7,,229.42,229.17,238.73
HLI,death_cross,0,0.4,12.3,,182.2,182.25,176.32
CHDN,golden_cross,0,0.7,8.2,,106.55,106.26,116.57
KRG,golden_cross,0,1.7,5.2,,22.7,22.69,23.67
SPYD,golden_cross,0,2.1,,,43.41,43.4,43.85
