event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-03-26,SMCZ,golden_st,64.4,75.0,-10.6,SKIP,1
2026-03-26,SM,golden,56.26,70.0,-13.74,SKIP,2
2026-03-26,BVN,death_st,55.69,75.0,-19.31,SKIP,3
2026-03-26,AG,death_st,54.68,75.0,-20.32,SKIP,4
2026-03-26,VG,golden,50.45,70.0,-19.55,SKIP,5
2026-03-26,NVDS,golden_st,44.71,75.0,-30.29,SKIP,6
2026-03-26,TGTX,golden_st,43.82,75.0,-31.18,SKIP,7
2026-03-26,TSMG,death_st,43.08,75.0,-31.92,SKIP,8
2026-03-26,TSMX,death_st,42.21,75.0,-32.79,SKIP,9
2026-03-26,BABA,death,41.62,70.0,-28.38,SKIP,10
2026-03-26,CCJ,death_st,35.71,75.0,-39.29,SKIP,11
2026-03-26,THC,death_st,35.67,75.0,-39.33,SKIP,12
2026-03-26,FTAI,death_st,35.37,75.0,-39.63,SKIP,13
2026-03-26,AMZD,golden,30.08,70.0,-39.92,SKIP,14
2026-03-26,ITUB,death_st,28.73,75.0,-46.27,SKIP,15
2026-03-26,VALE,death_st,28.6,75.0,-46.4,SKIP,16
2026-03-26,VIK,death_st,28.6,75.0,-46.4,SKIP,17
2026-03-26,PFIX,golden_st,28.26,75.0,-46.74,SKIP,18
2026-03-26,TMV,golden,26.69,70.0,-43.31,SKIP,19
2026-03-26,OMC,death_st,26.09,75.0,-48.91,SKIP,20
2026-03-26,SUZ,death_st,25.87,75.0,-49.13,SKIP,21
2026-03-26,GVA,death_st,25.37,75.0,-49.63,SKIP,22
2026-03-26,DOC,death_st,25.01,75.0,-49.99,SKIP,23
2026-03-26,FRDM,death_st,24.93,75.0,-50.07,SKIP,24
2026-03-26,CQQQ,death,24.84,70.0,-45.16,SKIP,25
2026-03-26,WH,golden_st,23.71,75.0,-51.29,SKIP,26
2026-03-26,HXL,death_st,22.92,75.0,-52.08,SKIP,27
2026-03-26,TSN,golden_st,21.21,75.0,-53.79,SKIP,28
2026-03-26,DHCNI,death_st,20.89,75.0,-54.11,SKIP,29
2026-03-26,XCEM,death_st,20.86,75.0,-54.14,SKIP,30
2026-03-26,WFC,death,20.19,70.0,-49.81,SKIP,31
2026-03-26,JHEM,death_st,19.76,75.0,-55.24,SKIP,32
2026-03-26,MMM,death,19.59,70.0,-50.41,SKIP,33
2026-03-26,CL,death_st,19.17,75.0,-55.83,SKIP,34
2026-03-26,JEMA,death_st,19.17,75.0,-55.83,SKIP,35
2026-03-26,FLCH,death,18.73,70.0,-51.27,SKIP,36
2026-03-26,FWD,death_st,18.73,75.0,-56.27,SKIP,37
2026-03-26,UHS,death,18.21,70.0,-51.79,SKIP,38
2026-03-26,IMFL,death_st,17.79,75.0,-57.21,SKIP,39
2026-03-26,BUD,death_st,17.22,75.0,-57.78,SKIP,40
2026-03-26,UTES,death_st,16.94,75.0,-58.06,SKIP,41
2026-03-26,HEWJ,death_st,16.74,75.0,-58.26,SKIP,42
2026-03-26,JIVE,death_st,16.6,75.0,-58.4,SKIP,43
2026-03-26,PEG,death_st,16.37,75.0,-58.63,SKIP,44
2026-03-26,FGD,death_st,16.29,75.0,-58.71,SKIP,45
2026-03-26,KVUE,death_st,16.08,75.0,-58.92,SKIP,46
2026-03-26,SNA,death_st,15.8,75.0,-59.2,SKIP,47
2026-03-26,ITA,death_st,15.77,75.0,-59.23,SKIP,48
2026-03-26,EWH,death_st,15.56,75.0,-59.44,SKIP,49
2026-03-26,EPP,death_st,15.51,75.0,-59.49,SKIP,50
2026-03-26,FIDU,death_st,14.65,75.0,-60.35,SKIP,51
2026-03-26,VFLO,death_st,14.6,75.0,-60.4,SKIP,52
2026-03-26,MISL,death_st,13.97,75.0,-61.03,SKIP,53
2026-03-26,VDC,death_st,13.88,75.0,-61.12,SKIP,54
2026-03-26,WPC,death_st,13.67,75.0,-61.33,SKIP,55
2026-03-26,EWC,death_st,13.36,75.0,-61.64,SKIP,56
2026-03-26,SMTH,death,13.35,70.0,-56.65,SKIP,57
2026-03-26,VOE,death_st,13.34,75.0,-61.66,SKIP,58
2026-03-26,DUSB,death_st,13.32,75.0,-61.68,SKIP,59
2026-03-26,PEP,death_st,13.07,75.0,-61.93,SKIP,60
2026-03-26,XLI,death_st,12.75,75.0,-62.25,SKIP,61
2026-03-26,TUSI,death,12.36,70.0,-57.64,SKIP,62
2026-03-26,FISR,death,12.28,70.0,-57.72,SKIP,63
2026-03-26,DBND,death,12.12,70.0,-57.88,SKIP,64
2026-03-26,SPLV,death_st,12.01,75.0,-62.99,SKIP,65
2026-03-26,RWR,death_st,11.87,75.0,-63.13,SKIP,66
2026-03-26,SHY,death,11.84,70.0,-58.16,SKIP,67
2026-03-26,CORP,death,11.69,70.0,-58.31,SKIP,68
2026-03-26,USIG,death,11.64,70.0,-58.36,SKIP,69
2026-03-26,SPYD,death_st,10.97,75.0,-64.03,SKIP,70
2026-03-26,TBIL,golden,6.04,70.0,-63.96,SKIP,71
2026-03-26,XBIL,golden_st,4.55,75.0,-70.45,SKIP,72
2026-03-26,DBA,golden,4.48,70.0,-65.52,SKIP,73
