symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BUD,golden_st,0,2.2,144.4,71.73,71.72,67.04,75.19
PLD,golden_st,0,3.5,128.1,133.51,133.4,125.58,138.02
AEM,golden_st,0,2.9,108.0,206.51,206.09,175.13,216.44
CMI,golden_st,0,0.9,82.5,557.67,555.51,488.37,610.99
ABNB,golden,0,3.9,78.8,128.29,128.78,128.77,129.16
RSG,death_st,0,1.3,66.9,220.27,220.4,222.31,217.0
AME,golden_st,0,1.4,52.8,219.98,219.91,205.32,233.49
MT,golden_st,0,2.1,45.7,54.5,54.49,45.51,59.89
YUM,golden_st,0,1.7,44.3,158.09,158.03,152.49,160.79
NUE,golden_st,0,1.5,41.5,171.23,171.13,158.22,184.0
BE,golden_st,0,10.1,41.2,144.42,143.66,106.49,160.13
CLS,golden_st,0,1.9,36.9,290.46,288.45,256.03,328.33
SLF,golden_st,0,0.7,36.5,63.76,63.67,62.1,66.03
NTRS,golden_st,0,1.1,28.1,142.37,141.9,133.58,152.63
CFG,golden_st,0,5.1,27.1,60.42,60.3,55.6,64.97
STZ,golden_st,0,2.0,26.1,152.98,152.55,156.54,163.07
EXE,death,0,4.1,24.1,105.94,106.8,106.82,99.5
SNA,golden_st,0,0.4,19.8,369.19,368.63,353.81,383.78
APG,golden_st,0,3.1,18.9,41.97,41.9,38.03,44.14
WF,golden_st,0,0.1,17.0,67.45,67.35,58.88,69.2
WCC,golden_st,0,0.6,14.2,276.35,275.98,249.69,299.52
UNM,golden_st,0,1.8,12.7,74.42,74.31,75.47,76.63
GMED,golden_st,0,1.0,12.4,88.22,88.16,80.44,91.4
SAIA,golden_st,0,0.6,10.7,360.48,358.64,346.62,401.67
AXSM,golden_st,0,0.6,8.9,166.84,166.71,147.49,178.9
NNN,golden_st,0,1.5,8.3,43.24,43.21,42.37,44.0
NUVL,golden_st,0,0.6,8.3,101.32,101.24,95.43,104.59
SMTC,golden_st,0,2.5,8.1,81.59,81.58,70.98,88.66
BEPC,golden_st,0,1.4,7.7,40.77,40.75,38.25,42.31
MTCH,golden_st,0,6.4,7.6,31.3,31.29,32.24,32.49
GKOS,golden_st,0,0.7,6.9,110.87,110.48,106.77,119.45
HUT,golden_st,0,4.5,6.8,52.14,51.76,42.83,63.42
BYD,golden_st,0,1.0,6.5,83.42,83.33,81.95,86.83
ABCB,golden_st,0,0.6,5.6,78.53,78.49,74.88,83.56
CRK,death,0,2.1,5.5,20.24,20.72,20.79,17.94
WEX,golden_st,0,0.5,5.4,155.69,155.69,156.18,159.5
MCY,golden_st,0,0.3,5.2,89.45,89.35,83.47,94.1
ARGT,golden_st,0,0.3,,90.89,90.73,87.95,93.93
AVDV,golden_st,0,0.9,,101.29,101.2,92.77,104.96
BAI,golden_st,0,2.9,,34.53,34.37,32.89,37.35
BBAX,golden_st,0,0.3,,60.47,60.36,57.62,62.69
