event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-01-20,OILU,golden,57.83,70.0,-12.17,SKIP,1
2026-01-20,MRNA,golden,56.44,70.0,-13.56,SKIP,2
2026-01-20,COP,golden,33.45,70.0,-36.55,SKIP,3
2026-01-20,CRWL,death,33.03,70.0,-36.97,SKIP,4
2026-01-20,GBCI,golden,25.05,70.0,-44.95,SKIP,5
2026-01-20,XP,golden,23.56,70.0,-46.44,SKIP,6
2026-01-20,TMV,golden,20.18,70.0,-49.82,SKIP,7
2026-01-20,DRI,golden,19.83,70.0,-50.17,SKIP,8
2026-01-20,ADT,death,19.18,70.0,-50.82,SKIP,9
2026-01-20,MET,death,15.19,70.0,-54.81,SKIP,10
2026-01-20,TDTF,death,12.19,70.0,-57.81,SKIP,11
2026-01-20,HLN,golden,11.2,70.0,-58.8,SKIP,12
2026-01-20,USRT,golden,6.77,70.0,-63.23,SKIP,13
2026-01-20,ICSH,golden,6.35,70.0,-63.65,SKIP,14
2026-01-20,PPL,golden,5.87,70.0,-64.13,SKIP,15
2026-01-20,CLOA,golden,4.85,70.0,-65.15,SKIP,16
