symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
COP,golden,0,8.2,121.3,,93.84,93.83,95.52
MET,death,0,3.4,50.6,,79.04,79.1,75.57
HLN,golden,0,9.4,43.8,,9.8,9.79,10.13
PPL,golden,0,6.2,27.2,,35.39,35.36,36.91
DRI,golden,0,1.9,24.7,,191.97,191.96,208.88
MRNA,golden,0,11.6,16.3,,31.62,31.32,43.0
XP,golden,0,5.7,9.0,,17.41,17.38,18.32
ADT,death,0,5.2,6.8,,8.2,8.21,7.98
GBCI,golden,0,0.9,6.2,,45.16,45.14,46.93
CLOA,golden,0,0.5,,,51.8,51.8,51.93
ICSH,golden,0,1.7,,,50.62,50.62,50.655
OILU,golden,0,0.2,,,24.3,24.26,26.83
TMV,golden,0,1.1,,,36.04,35.99,38.03
CRWL,death,0,0.1,,,33.4,33.49,27.0232
TDTF,death,0,0.2,,,24.06,24.06,23.91
USRT,golden,0,0.6,,,57.82,57.81,58.76
