symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
TM,death,0,0.4,223.8,197.23,206.17,206.72,187.53
SCHW,death,0,11.0,155.6,91.83,93.49,93.63,88.61
FTNT,golden,0,6.2,79.0,89.61,85.43,85.43,114.07
INSM,death,0,2.6,22.8,135.07,143.65,144.64,101.35
AUR,golden,0,23.1,14.0,5.73,5.1,5.04,7.08
SMMT,death,0,4.3,13.3,19.57,18.98,19.0,18.08
FROG,golden,0,2.8,6.9,50.61,48.48,48.45,70.55
AN,golden,0,0.4,6.9,203.32,201.17,201.07,205.97
EAT,death,0,1.2,6.3,145.46,146.76,146.99,138.68
TFX,golden,0,0.9,5.8,126.57,121.94,121.89,133.06
AMDY,golden,0,0.3,,43.48,39.05,38.92,54.48
IGOV,golden,0,0.6,,41.8,41.76,41.75,42.27
PFF,golden,0,2.8,,31.33,31.2,31.19,31.72
TSMY,golden,0,0.1,,16.53,16.26,16.26,16.79
VOT,golden,0,0.2,,282.21,277.34,277.07,288.69
QXOPB,death,0,0.1,,56.94,58.88,58.94,52.59
