symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
CSCO,death_st,0,20.1,442.0,113.45,113.59,97.71,109.93
TJX,death,0,6.1,148.3,146.33,151.39,151.85,135.12
BSX,death_st,0,20.6,67.6,48.75,48.79,64.05,46.84
D,death_st,3,3.4,58.5,67.71,68.0,64.67,65.55
JD,death_st,0,8.3,38.5,29.77,29.78,29.94,28.74
IRM,death_st,1,1.6,36.5,122.96,123.31,113.64,117.4
BURL,death_st,1,1.0,18.3,330.47,335.72,314.49,272.95
APG,death_st,2,2.7,17.8,41.45,41.57,40.6,39.69
PHYS,golden,0,4.2,16.6,33.55,32.83,32.81,33.8
TXT,death,0,1.7,14.2,85.8,87.97,88.12,83.04
AR,golden,4,4.1,11.8,37.09,36.3,35.98,38.45
COLB,death_st,0,2.9,8.7,31.2,31.22,29.46,30.07
WAL,death_st,4,1.0,8.6,80.39,80.74,80.29,78.53
JETS,death_st,0,2.5,,30.48,30.54,28.27,29.18
XLU,death,1,19.2,,43.76,44.32,44.37,42.73
