symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
GOOGL,death_st,0,33.9,4325.3,358.84,358.89,318.38,346.77
VZ,death,0,32.2,183.2,43.78,45.12,45.14,43.59
KKR,golden_st,0,4.5,92.3,96.63,96.42,106.05,100.94
NTES,golden,0,1.0,83.4,127.8,124.2,124.12,131.29
ROST,golden_st,0,3.2,74.7,223.37,222.87,200.86,233.46
EOG,golden_st,2,3.9,73.7,135.6,135.17,127.41,139.89
TAK,golden_st,0,3.1,53.4,16.4,16.38,16.25,17.15
NDAQ,golden_st,0,4.7,53.3,87.17,87.03,87.89,91.64
TEVA,death_st,3,5.6,37.5,33.03,33.24,29.83,32.03
WRB,golden,3,2.1,26.0,70.5,69.15,69.01,71.61
BMRN,golden,0,1.9,11.6,58.32,56.95,56.94,59.59
REXR,golden_st,0,2.8,8.5,34.93,34.89,36.67,37.46
ASHR,death_st,0,4.8,,35.31,35.33,33.65,33.63
