symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
WRB,golden_st,0,2.3,27.0,70.32,70.29,70.37,False,False,71.58,True,False,0.0,success
TU,death_st,0,5.7,21.2,13.71,13.71,14.52,False,False,13.45,False,True,0.0,success
TLK,golden_st,0,0.5,21.1,21.15,21.14,19.7,False,False,21.65,True,False,0.0,success
ALLE,death_st,0,0.9,13.7,165.98,166.0,160.77,False,False,155.63,False,True,0.0,success
BLDR,death_st,0,2.2,12.1,114.83,115.33,122.97,False,False,102.63,False,True,0.0,success
CAE,death_st,0,0.8,9.4,30.68,30.71,28.35,False,False,29.36,False,True,0.0,success
DDS,death_st,0,0.2,9.3,640.83,641.79,572.7,False,False,600.25,False,True,0.0,success
AWI,death_st,0,0.5,7.5,191.2,191.41,182.26,False,False,172.21,False,True,0.0,success
BYD,golden_st,0,0.9,6.7,84.38,84.36,81.36,False,False,84.93,True,False,0.0,success
RIOT,golden_st,0,21.1,6.1,15.63,15.62,14.55,False,False,17.08,True,False,0.0,success
ELF,golden_st,0,2.3,5.6,86.47,86.39,97.36,False,False,93.09,True,False,0.0,success
BNDX,golden_st,0,6.8,,48.8,48.79,49.12,False,False,49.03,True,False,0.0,success
GPIX,golden_st,0,0.8,,52.74,52.71,51.49,False,False,53.12,True,False,0.0,success
SPXL,golden_st,0,2.9,,222.81,222.64,204.23,False,False,226.74,True,False,0.0,success
UPRO,golden_st,0,4.6,,116.9,116.87,107.36,False,False,118.95,True,False,0.0,success
XT,golden_st,0,0.1,,72.21,72.17,69.54,False,False,73.1082,True,False,0.0,success
YEAR,golden_st,0,0.2,,50.56,50.56,50.57,False,False,50.585,True,False,0.0,success
BSCQ,death_st,0,0.9,,19.57,19.57,19.55,False,False,19.54,False,True,0.0,success
BSJS,death_st,0,0.2,,22.01,22.01,21.99,False,False,21.97,False,True,0.0,success
CWST,death_st,0,0.7,5.8,99.74,100.08,100.44,False,False,89.09,False,True,0.0,success
BUYW,golden_st,0,0.5,,14.29,14.29,14.18,False,False,14.3,True,False,0.0,success
SYFI,golden_st,0,0.2,,35.98,35.98,35.9,False,False,36.01,True,False,0.0,success
ISRG,death,0,2.2,175.4,502.9,518.87,519.02,False,True,506.17,False,False,,success
SHOP,death,0,15.4,152.5,124.71,136.69,137.15,False,True,120.31,False,False,,success
ORLY,death,0,6.2,79.4,94.59,95.3,95.32,False,True,91.44,False,False,,success
KR,golden,0,6.7,44.1,67.12,65.65,65.63,True,False,67.59,False,False,,success
AYI,death,0,0.4,9.3,314.98,327.2,327.49,False,True,306.54,False,False,,success
EPAM,death,0,1.2,7.1,167.31,183.17,183.29,False,True,131.08,False,False,,success
ACLX,golden,0,2.8,6.6,79.38,74.43,73.98,True,False,113.76,False,False,,success
BCI,golden,0,1.5,,21.24,21.34,21.34,True,False,21.55,False,False,,success
VGLT,golden,0,3.0,,56.67,56.45,56.43,True,False,57.32,False,False,,success
WFCpZ,golden,0,0.2,,19.86,19.72,19.71,True,False,20.14,False,False,,success
UDN,death,0,0.3,,18.42,18.42,18.42,False,True,18.38,False,False,,success
WTRG,golden,0,2.1,11.3,38.85,38.77,38.76,True,False,39.9,False,False,,success
