symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ISRG,death,0,2.2,175.4,502.9,518.87,519.02,506.17
SHOP,death,0,15.4,152.5,124.71,136.69,137.15,120.31
ORLY,death,0,6.2,79.4,94.59,95.3,95.32,91.44
KR,golden,0,6.7,44.1,67.12,65.65,65.63,67.59
WRB,golden_st,0,2.3,27.0,70.32,70.29,70.37,71.58
TU,death_st,0,5.7,21.2,13.71,13.71,14.52,13.45
TLK,golden_st,0,0.5,21.1,21.15,21.14,19.7,21.65
ALLE,death_st,0,0.9,13.7,165.98,166.0,160.77,155.63
BLDR,death_st,0,2.2,12.1,114.83,115.33,122.97,102.63
WTRG,golden,0,2.1,11.3,38.85,38.77,38.76,39.9
CAE,death_st,0,0.8,9.4,30.68,30.71,28.35,29.36
DDS,death_st,0,0.2,9.3,640.83,641.79,572.7,600.25
AYI,death,0,0.4,9.3,314.98,327.2,327.49,306.54
AWI,death_st,0,0.5,7.5,191.2,191.41,182.26,172.21
EPAM,death,0,1.2,7.1,167.31,183.17,183.29,131.08
BYD,golden_st,0,0.9,6.7,84.38,84.36,81.36,84.93
ACLX,golden,0,2.8,6.6,79.38,74.43,73.98,113.76
RIOT,golden_st,0,21.1,6.1,15.63,15.62,14.55,17.08
CWST,death_st,0,0.7,5.8,99.74,100.08,100.44,89.09
ELF,golden_st,0,2.3,5.6,86.47,86.39,97.36,93.09
BNDX,golden_st,0,6.8,,48.8,48.79,49.12,49.03
GPIX,golden_st,0,0.8,,52.74,52.71,51.49,53.12
SPXL,golden_st,0,2.9,,222.81,222.64,204.23,226.74
UPRO,golden_st,0,4.6,,116.9,116.87,107.36,118.95
XT,golden_st,0,0.1,,72.21,72.17,69.54,73.1082
YEAR,golden_st,0,0.2,,50.56,50.56,50.57,50.585
BSCQ,death_st,0,0.9,,19.57,19.57,19.55,19.54
BSJS,death_st,0,0.2,,22.01,22.01,21.99,21.97
BUYW,golden_st,0,0.5,,14.29,14.29,14.18,14.3
SYFI,golden_st,0,0.2,,35.98,35.98,35.9,36.01
BCI,golden,0,1.5,,21.24,21.34,21.34,21.55
VGLT,golden,0,3.0,,56.67,56.45,56.43,57.32
WFCpZ,golden,0,0.2,,19.86,19.72,19.71,20.14
UDN,death,0,0.3,,18.42,18.42,18.42,18.38
