symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MA,golden,0,3.6,502.0,545.32,527.04,526.44,570.97
TTE,golden_st,0,1.8,195.1,83.93,83.9,78.85,87.2
LMT,golden,2,1.3,134.5,549.92,540.63,537.2,586.29
CTAS,golden,3,2.4,81.9,198.61,188.71,187.12,204.01
BAM,golden_st,2,2.5,77.3,47.54,47.25,49.11,50.69
DLR,golden_st,1,3.7,69.7,185.67,185.29,179.06,191.22
ETR,death_st,0,3.0,50.2,111.98,112.17,105.21,108.06
YUM,death,1,2.7,41.8,152.68,153.96,154.12,148.8
DOW,death,4,11.6,21.9,30.03,31.36,31.58,29.89
AMCR,golden,3,3.6,20.8,44.13,42.68,42.36,46.02
LNT,death_st,0,2.5,18.3,73.64,73.76,70.74,71.27
WY,golden_st,0,5.6,18.0,24.16,24.12,24.51,25.23
BR,golden_st,1,1.3,17.8,150.55,150.04,176.9,157.34
MLI,golden_st,0,1.7,14.7,63.27,63.23,59.41,66.55
EWG,golden_st,0,1.1,,41.87,41.82,41.72,43.38
KWEB,golden_st,0,22.3,,27.05,26.98,30.48,28.74
EWH,golden,4,3.0,,22.39,22.31,22.21,22.92
