symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BDX,golden,0,1.9,59.1,,195.95,195.71,208.35
GWW,golden,0,0.3,50.1,,1002.3,1001.92,1063.3
FANG,golden,0,1.9,44.0,,148.91,148.91,150.82
STM,golden,0,6.0,24.8,,26.41,26.39,28.0
IEX,golden,0,0.6,14.3,,177.73,177.28,195.3
NIO,death,0,42.3,11.5,,5.32,5.33,4.64
SSB,golden,0,0.7,9.8,,94.74,94.7,98.99
SFD,golden,0,0.8,9.2,,22.37,22.37,23.41
SSD,golden,0,0.3,7.6,,171.14,170.83,187.78
MSA,golden,0,0.3,7.1,,165.86,165.76,183.03
FCN,golden,0,0.3,5.4,,170.91,170.8,177.57
MORT,golden,0,0.7,,,10.74,10.73,11.2
USFR,golden,0,3.9,,,50.35,50.35,50.39
XOP,golden,0,2.9,,,129.05,129.04,130.28
BITI,death,0,2.4,,,21.86,21.87,21.23
