symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
NVS,death_st,0,2.0,261.7,153.9,154.1,147.82,137.48
NEE,death,2,10.7,174.9,84.21,85.72,85.89,82.65
LMT,death_st,0,1.1,123.7,554.56,555.87,545.64,524.46
CDNS,death,0,2.3,78.2,316.71,331.64,332.5,284.6
ITW,death_st,0,1.1,76.5,277.22,277.31,267.81,263.99
ROST,death_st,0,2.5,73.3,234.12,234.51,213.09,225.27
CL,death_st,3,4.4,70.5,90.38,90.79,88.74,88.03
F,death_st,0,45.7,55.8,14.07,14.08,13.41,13.45
KMB,death_st,0,3.6,34.2,107.39,107.52,107.36,98.7
TROW,death_st,2,1.6,23.3,111.18,111.58,105.68,107.74
AER,death_st,2,1.1,22.6,146.76,147.36,141.24,141.0
YUMC,death_st,0,1.6,14.7,45.4,45.54,46.46,42.58
COO,death_st,0,2.0,13.2,71.16,71.39,71.85,63.48
RPM,death,0,1.4,13.1,106.2,107.34,107.45,99.71
GGG,death_st,0,2.1,12.5,78.85,78.85,80.83,76.41
AMH,death_st,0,2.1,11.6,33.37,33.4,32.69,32.24
BJ,death_st,0,1.8,11.3,92.46,92.61,94.32,88.51
ALKS,death_st,0,1.5,7.6,47.87,48.0,40.5,45.4
INGM,death_st,0,1.2,6.5,28.16,28.23,25.91,26.26
SCHH,death_st,4,5.5,,23.76,23.86,23.02,23.23
XLY,death_st,1,6.0,,115.92,116.21,115.75,112.46
XRT,death_st,3,3.9,,87.22,87.53,85.32,84.3
