symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
BA,death_st,1,6.9,171.4,222.04,222.46,217.35,215.45
BLK,death_st,0,0.6,158.7,1041.65,1042.23,1050.8,995.6
FAST,golden_st,0,6.7,54.1,44.93,44.88,44.16,46.79
DVN,death_st,3,14.8,53.0,46.45,46.65,41.91,44.28
WDS,death_st,0,0.7,42.4,22.34,22.34,19.6,21.33
VOD,death_st,4,3.8,34.8,15.13,15.17,13.73,14.7
SHG,golden_st,1,0.2,31.1,64.91,64.75,58.26,67.17
WSM,golden,0,1.2,24.5,194.8,191.07,190.97,204.98
JLL,death,0,0.4,13.9,298.11,307.1,307.11,295.71
CR,golden_st,0,0.6,10.9,181.66,181.58,183.51,188.86
HSIC,golden_st,0,1.7,8.7,74.93,74.88,74.07,77.45
BYD,golden_st,0,1.1,6.6,83.95,83.77,82.77,87.87
AROC,death_st,0,1.8,6.1,35.74,35.82,31.51,34.2
ENIC,death_st,0,0.6,5.8,4.3,4.3,4.05,4.17
FHLC,golden_st,1,0.2,,71.51,71.35,70.92,73.44
IYH,golden_st,1,0.9,,62.37,62.24,62.11,64.24
VHT,golden_st,1,0.2,,276.67,276.13,274.82,284.13
XLV,golden_st,0,10.4,,148.26,148.06,147.83,153.01
ARKF,death_st,0,0.2,,41.11,41.27,43.97,38.18
CTA,death_st,1,0.6,,30.21,30.29,29.18,29.04
DVYE,death_st,0,0.2,,34.44,34.5,32.66,33.39
NVDY,death_st,0,3.6,,13.79,13.83,14.78,13.0
RDTE,death_st,0,0.1,,28.69,28.71,30.53,27.77
KSA,death,4,0.5,,38.5,38.66,38.74,37.44
PALL,death,0,0.8,,25.1,26.39,26.49,22.35
