event_date,ticker,cross_type,probability,look_threshold_pct,look_margin_pct,recommendation,rank
2026-02-11,ICE,death,98.47,70.0,28.47,LOOK,1
2026-02-11,IONQ,death,97.45,70.0,27.45,LOOK,2
2026-02-11,G,death,96.62,70.0,26.62,LOOK,3
2026-02-11,NEU,death,84.03,70.0,14.03,LOOK,4
2026-02-11,WTW,death,83.84,70.0,13.84,LOOK,5
2026-02-11,SBIT,golden,81.18,70.0,11.18,LOOK,6
2026-02-11,HMC,golden,77.22,70.0,7.22,LOOK,7
2026-02-11,ARKW,death,77.08,70.0,7.08,LOOK,8
2026-02-11,ARMK,golden,70.64,70.0,0.64,LOOK,9
2026-02-11,XOVR,death,69.01,70.0,-0.99,SKIP,10
2026-02-11,VZ,golden,68.8,70.0,-1.2,SKIP,11
2026-02-11,LYV,golden,68.22,70.0,-1.78,SKIP,12
2026-02-11,FDN,death,59.63,70.0,-10.37,SKIP,13
2026-02-11,CMS,golden,44.96,70.0,-25.04,SKIP,14
2026-02-11,COST,golden,38.42,70.0,-31.58,SKIP,15
2026-02-11,ELS,golden,33.01,70.0,-36.99,SKIP,16
2026-02-11,CNI,golden,32.62,70.0,-37.38,SKIP,17
2026-02-11,PNR,death,30.48,70.0,-39.52,SKIP,18
2026-02-11,SCHH,golden,10.06,70.0,-59.94,SKIP,19
2026-02-11,FREL,golden,6.68,70.0,-63.32,SKIP,20
2026-02-11,CLOI,death,0.48,70.0,-69.52,SKIP,21
2026-02-11,FUMB,golden,0.37,70.0,-69.63,SKIP,22
